NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,NUM_06,NUM_07,NUM_08,NUM_09,NUM_10,NUM_11,NUM_12,NUM_13,NUM_14,NUM_15,NUM_16,NUM_17,NUM_18,NUM_19,NUM_20,NUM_21,NUM_22,NUM_23,NUM_24,NUM_25,NUM_26,NUM_27,NUM_28,NUM_29,NUM_30,NUM_31,NUM_32,NUM_33,NUM_34,NUM_35,CAT_00,target
1.0,1,0.0,1.0,0.2,0.0,0.0,1,1.0,2.0,1,0.0,8.54,4.67,186.03,0.01,12.0,0.21,10.33,39.86,2,0,0,5.0,5.0,1.0,0.0,0.0,3.0,0.13,8.0,4.0,8.0,3.0,7,0.0,1,False
25.0,24,44.0,13.0,0.27,20.0,2.2,13,1.0,72.0,11,0.83,93.54,12.79,15311.87,0.4,198.0,0.08,850.66,1196.79,4,5,10,43.0,48.0,0.85,12.0,22.0,61.0,0.21,63.0,87.0,111.0,51.0,15,25.86,0,False
115.0,5,212.0,58.0,0.29,98.0,2.16,2,0.03,262.0,1,0.0,129.4,55.52,398853.5,2.39,1079.0,0.02,22158.53,7184.21,16,0,0,199.0,199.0,0.02,57.0,106.0,206.0,0.27,216.0,512.0,567.0,83.0,18,0.0,0,False
1.0,0,0.0,1.0,0.2,0.0,0.0,1,1.0,1.0,1,0.0,13.0,3.0,117.0,0.01,13.0,0.33,6.5,39.0,0,0,0,5.0,5.0,1.0,0.0,0.0,2.0,0.17,6.0,6.0,7.0,4.0,4,0.0,1,False
5.0,1,8.0,3.0,0.13,4.0,2.0,1,0.33,12.0,1,0.0,43.19,11.18,5397.81,0.16,92.0,0.09,299.88,482.81,5,3,1,20.0,23.0,0.33,2.0,4.0,11.0,0.1,30.0,43.0,49.0,25.0,13,16.67,1,False
1.0,0,0.0,1.0,1.0,0.0,0.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2,0.0,0,False
1.0,0,0.0,1.0,0.5,0.0,0.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,2.0,2.0,1.0,0.0,0.0,2.0,0.33,3.0,0.0,1.0,0.0,1,0.0,0,False
1.0,1,0.0,1.0,0.1,0.0,0.0,1,1.0,2.0,1,0.0,16.53,6.43,683.19,0.04,26.0,0.16,37.96,106.27,1,0,0,10.0,10.0,1.0,0.0,0.0,3.0,0.08,12.0,9.0,17.0,7.0,10,0.0,2,False
8.0,2,8.0,5.0,0.13,4.0,2.0,4,0.8,16.0,1,0.0,32.31,31.0,31053.16,0.33,171.0,0.03,1725.18,1001.71,4,0,1,39.0,39.0,0.2,2.0,4.0,13.0,0.11,45.0,62.0,109.0,29.0,29,2.5,3,False
11.0,3,16.0,6.0,0.27,6.0,2.67,3,0.5,19.0,3,0.4,20.15,21.39,9220.24,0.14,81.0,0.05,512.24,431.08,2,0,0,22.0,22.0,0.5,5.0,8.0,15.0,0.24,25.0,35.0,46.0,18.0,22,0.0,2,False
3.0,1,4.0,2.0,0.18,2.0,2.0,2,1.0,8.0,1,0.0,22.15,6.4,907.38,0.05,34.0,0.16,50.41,141.78,1,0,0,11.0,11.0,0.5,1.0,2.0,8.0,0.15,13.0,16.0,18.0,10.0,8,0.0,1,False
5.0,1,8.0,3.0,0.43,4.0,2.0,2,0.67,11.0,1,0.0,18.95,7.5,1066.0,0.05,31.0,0.13,59.22,142.13,8,1,0,6.0,7.0,0.33,2.0,4.0,10.0,0.19,16.0,15.0,16.0,12.0,12,14.29,2,False
13.0,0,20.0,7.0,0.54,8.0,2.5,1,0.14,21.0,7,1.0,10.33,21.25,4666.84,0.07,50.0,0.05,259.26,219.62,1,0,0,13.0,13.0,1.0,6.0,10.0,16.0,0.47,15.0,17.0,33.0,6.0,15,0.0,1,False
1.0,3,16.0,1.0,0.05,8.0,2.0,1,1.0,8.0,1,0.0,69.53,16.72,19441.83,0.39,206.0,0.06,1080.1,1162.63,5,0,9,19.0,19.0,1.0,4.0,8.0,9.0,0.03,34.0,86.0,120.0,36.0,14,32.14,1,False
17.0,5,24.0,10.0,0.17,12.0,2.0,10,1.0,36.0,1,0.0,86.98,11.25,11008.93,0.33,165.0,0.09,611.61,978.57,18,4,9,56.0,60.0,0.1,6.0,12.0,28.0,0.11,88.0,69.0,96.0,46.0,15,18.84,3,False
1.0,1,0.0,1.0,0.07,0.0,0.0,1,1.0,2.0,1,0.0,73.81,6.3,2929.5,0.16,93.0,0.16,162.75,465.0,6,0,6,15.0,15.0,1.0,0.0,0.0,3.0,0.04,28.0,45.0,48.0,25.0,7,28.57,0,False
5.0,1,8.0,3.0,0.27,4.0,2.0,1,0.33,11.0,1,0.0,12.86,14.78,2807.62,0.06,42.0,0.07,155.98,189.99,3,1,3,10.0,11.0,0.33,2.0,4.0,10.0,0.17,18.0,19.0,23.0,9.0,14,28.57,1,False
31.0,6,54.0,16.0,0.16,24.0,2.25,9,0.56,59.0,8,0.47,142.15,18.84,50427.99,0.89,389.0,0.05,2801.56,2677.35,28,5,35,97.0,102.0,0.5,15.0,27.0,45.0,0.1,166.0,174.0,215.0,97.0,21,29.2,2,True
5.0,2,8.0,3.0,0.6,4.0,2.0,3,1.0,10.0,1,0.0,15.88,10.11,1623.23,0.05,36.0,0.1,90.18,160.54,0,0,0,5.0,5.0,0.33,2.0,4.0,9.0,0.5,6.0,14.0,22.0,9.0,13,0.0,2,False
1.0,1,0.0,1.0,0.2,0.0,0.0,1,1.0,2.0,1,0.0,13.87,4.67,302.05,0.02,17.0,0.21,16.78,64.73,4,0,0,5.0,5.0,1.0,0.0,0.0,3.0,0.1,10.0,7.0,10.0,6.0,8,0.0,1,False
1.0,0,0.0,1.0,1.0,0.0,0.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1,0.0,0,False
7.0,1,10.0,4.0,0.17,4.0,2.5,2,0.5,13.0,4,1.0,28.27,9.69,2655.57,0.09,59.0,0.1,147.53,273.99,2,2,0,21.0,23.0,1.0,3.0,5.0,11.0,0.15,26.0,21.0,38.0,13.0,12,8.7,5,True
19.0,8,30.0,10.0,0.28,14.0,2.14,6,0.6,53.0,1,0.0,54.39,16.69,15143.75,0.3,160.0,0.06,841.32,907.59,3,0,0,36.0,36.0,0.1,8.0,15.0,45.0,0.25,40.0,73.0,87.0,35.0,16,0.0,0,False
5.0,2,8.0,3.0,0.3,4.0,2.0,1,0.33,12.0,1,0.0,33.57,11.0,4062.39,0.12,72.0,0.09,225.69,369.31,10,1,8,9.0,10.0,0.33,2.0,4.0,11.0,0.1,29.0,33.0,39.0,21.0,14,50.0,0,False
1.0,0,0.0,1.0,0.2,0.0,0.0,1,1.0,1.0,1,0.0,8.96,6.0,322.65,0.02,15.0,0.17,17.92,53.77,0,0,0,5.0,5.0,1.0,0.0,0.0,2.0,0.17,6.0,6.0,9.0,4.0,8,0.0,1,False
3.0,0,4.0,2.0,0.5,2.0,2.0,1,0.5,6.0,1,0.0,12.44,9.0,1008.0,0.04,28.0,0.11,56.0,112.0,3,0,0,4.0,4.0,0.5,1.0,2.0,6.0,0.25,8.0,14.0,14.0,7.0,9,0.0,3,False
21.0,7,40.0,11.0,0.18,20.0,2.0,8,0.73,45.0,1,0.0,100.29,13.93,19463.42,0.47,225.0,0.07,1081.3,1397.13,24,8,19,52.0,60.0,0.09,10.0,20.0,36.0,0.11,104.0,101.0,124.0,58.0,16,34.18,0,False
3.0,0,4.0,2.0,0.17,2.0,2.0,1,0.5,6.0,1,0.0,26.46,9.23,2254.82,0.08,54.0,0.11,125.27,244.27,6,0,2,12.0,12.0,0.5,1.0,2.0,6.0,0.1,21.0,24.0,30.0,13.0,10,14.29,1,False
7.0,0,10.0,4.0,0.4,4.0,2.5,1,0.25,11.0,3,0.67,12.44,13.22,2175.26,0.05,35.0,0.08,120.85,164.52,1,2,0,8.0,10.0,0.75,3.0,5.0,9.0,0.33,12.0,14.0,21.0,9.0,17,20.0,1,False
3.0,0,4.0,2.0,0.25,2.0,2.0,1,0.5,6.0,1,0.0,12.48,8.33,866.67,0.03,26.0,0.12,48.15,104.0,1,0,0,8.0,8.0,0.5,1.0,2.0,6.0,0.2,10.0,10.0,16.0,6.0,10,0.0,1,False
7.0,0,12.0,4.0,0.29,6.0,2.0,1,0.25,14.0,3,0.67,15.86,13.3,2805.08,0.07,46.0,0.08,155.84,210.91,1,0,0,14.0,14.0,0.75,3.0,6.0,12.0,0.25,16.0,19.0,27.0,10.0,14,0.0,1,False
3.0,6,4.0,2.0,0.14,2.0,2.0,2,1.0,10.0,1,0.0,40.92,6.47,1712.28,0.09,57.0,0.15,95.13,264.7,11,2,8,12.0,14.0,0.5,1.0,2.0,10.0,0.06,34.0,23.0,34.0,16.0,9,45.45,1,False
1.0,0,0.0,1.0,1.0,0.0,0.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1,0.0,0,False
11.0,1,20.0,6.0,0.21,10.0,2.0,2,0.33,26.0,1,0.0,30.47,16.36,8158.14,0.17,95.0,0.06,453.23,498.55,1,0,1,28.0,28.0,0.17,5.0,10.0,22.0,0.19,31.0,45.0,50.0,22.0,16,3.45,2,False
1.0,2,0.0,1.0,0.14,0.0,0.0,1,1.0,3.0,1,0.0,29.34,7.5,1650.59,0.07,48.0,0.13,91.7,220.08,6,0,5,7.0,7.0,1.0,0.0,0.0,4.0,0.05,19.0,21.0,27.0,14.0,10,41.67,0,True
57.0,4,112.0,29.0,0.14,56.0,2.0,2,0.07,111.0,1,0.0,233.67,37.57,329746.68,2.93,1182.0,0.03,18319.26,8777.84,16,0,35,209.0,209.0,0.03,28.0,56.0,84.0,0.11,261.0,571.0,611.0,152.0,20,14.34,4,False
1.0,0,0.0,1.0,1.0,0.0,0.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2,0.0,0,False
1.0,0,0.0,1.0,0.09,0.0,0.0,1,1.0,4.0,1,0.0,41.61,8.71,3153.45,0.12,78.0,0.11,175.19,362.22,6,0,12,11.0,11.0,1.0,0.0,0.0,5.0,0.03,30.0,37.0,41.0,17.0,8,52.17,1,False
1.0,2,0.0,1.0,0.33,0.0,0.0,1,1.0,3.0,1,0.0,17.43,2.0,69.74,0.01,11.0,0.5,3.87,34.87,1,0,0,3.0,3.0,1.0,0.0,0.0,4.0,0.2,5.0,5.0,6.0,5.0,4,0.0,0,False
1.0,0,0.0,1.0,0.1,0.0,0.0,1,1.0,1.0,1,0.0,17.38,34.71,20938.67,0.2,163.0,0.03,1163.26,603.17,2,0,0,10.0,10.0,1.0,0.0,0.0,2.0,0.08,13.0,81.0,82.0,7.0,6,0.0,3,False
1.0,0,0.0,1.0,0.07,0.0,0.0,1,1.0,1.0,1,0.0,20.2,27.86,15679.09,0.19,157.0,0.04,871.06,562.84,6,0,0,14.0,14.0,1.0,0.0,0.0,2.0,0.05,21.0,78.0,79.0,7.0,5,0.0,2,False
1.0,0,0.0,1.0,0.2,0.0,0.0,1,1.0,1.0,1,0.0,11.41,7.5,641.91,0.03,27.0,0.13,35.66,85.59,0,1,2,4.0,5.0,1.0,0.0,0.0,2.0,0.13,8.0,12.0,15.0,4.0,5,42.86,0,False
7.0,0,10.0,4.0,0.29,4.0,2.5,1,0.25,11.0,4,1.0,15.93,7.2,825.94,0.04,31.0,0.14,45.89,114.71,2,0,7,14.0,14.0,1.0,3.0,5.0,9.0,0.17,24.0,9.0,22.0,5.0,8,33.33,0,True
1.0,0,0.0,1.0,0.11,0.0,0.0,1,1.0,1.0,1,0.0,18.63,8.14,1235.42,0.05,41.0,0.12,68.63,151.72,5,0,0,9.0,9.0,1.0,0.0,0.0,2.0,0.07,15.0,19.0,22.0,7.0,6,0.0,1,False
19.0,3,32.0,10.0,0.2,14.0,2.29,5,0.5,39.0,3,0.22,59.99,23.54,33237.05,0.47,226.0,0.04,1846.5,1412.03,21,6,10,45.0,51.0,0.3,9.0,16.0,31.0,0.12,83.0,102.0,124.0,52.0,24,26.23,0,False
1.0,1,0.0,1.0,0.09,0.0,0.0,1,1.0,2.0,1,0.0,14.33,6.0,515.71,0.03,22.0,0.17,28.65,85.95,1,0,0,11.0,11.0,1.0,0.0,0.0,3.0,0.08,13.0,8.0,14.0,6.0,9,0.0,3,False
1.0,2,0.0,1.0,0.14,0.0,0.0,1,1.0,5.0,1,0.0,24.59,4.05,405.89,0.03,27.0,0.25,22.55,99.91,4,0,6,7.0,7.0,1.0,0.0,0.0,6.0,0.06,18.0,13.0,14.0,8.0,5,46.15,0,False
13.0,4,24.0,7.0,0.18,12.0,2.0,3,0.43,31.0,1,0.0,38.26,27.7,29360.62,0.35,178.0,0.04,1631.15,1059.85,11,4,8,36.0,40.0,0.14,6.0,12.0,26.0,0.12,60.0,82.0,96.0,37.0,25,25.0,1,False
5.0,0,8.0,3.0,0.27,4.0,2.0,1,0.33,10.0,1,0.0,13.96,11.67,1899.9,0.05,36.0,0.09,105.55,162.85,1,1,0,10.0,11.0,0.33,2.0,4.0,9.0,0.23,13.0,15.0,21.0,9.0,14,9.09,2,False
3.0,0,4.0,2.0,0.25,2.0,2.0,1,0.5,6.0,1,0.0,17.13,4.67,373.12,0.03,21.0,0.21,20.73,79.95,4,0,2,8.0,8.0,0.5,1.0,2.0,6.0,0.13,15.0,7.0,14.0,6.0,8,20.0,1,False
3.0,1,4.0,2.0,0.4,2.0,2.0,2,1.0,6.0,1,0.0,17.11,5.14,452.57,0.03,22.0,0.19,25.14,88.0,0,0,0,5.0,5.0,0.5,1.0,2.0,6.0,0.33,6.0,8.0,14.0,7.0,9,0.0,3,False
11.0,4,18.0,6.0,0.43,8.0,2.25,4,0.67,20.0,6,1.0,16.89,18.31,5659.53,0.1,63.0,0.05,314.42,309.13,0,0,0,14.0,14.0,1.0,5.0,9.0,16.0,0.4,15.0,28.0,35.0,13.0,17,0.0,1,False
11.0,0,16.0,6.0,0.55,6.0,2.67,1,0.17,19.0,5,0.8,8.91,22.4,4472.22,0.07,47.0,0.04,248.46,199.65,1,0,0,11.0,11.0,0.83,5.0,8.0,15.0,0.46,13.0,16.0,31.0,5.0,14,0.0,3,False
22.0,5,32.0,13.0,0.29,16.0,2.0,10,0.77,54.0,8,0.58,41.66,36.87,56634.51,0.51,256.0,0.03,3146.36,1536.0,1,2,1,43.0,45.0,0.62,8.0,16.0,43.0,0.27,48.0,89.0,167.0,35.0,29,6.52,2,False
12.0,9,4.0,10.0,0.24,2.0,2.0,9,0.9,26.0,1,0.0,42.39,16.16,11064.31,0.23,119.0,0.06,614.68,684.83,5,0,1,41.0,41.0,0.1,1.0,2.0,18.0,0.13,76.0,47.0,72.0,32.0,22,2.38,1,False
1.0,0,0.0,1.0,0.17,0.0,0.0,1,1.0,1.0,1,0.0,7.86,2.5,49.13,0.01,7.0,0.4,2.73,19.65,2,0,0,6.0,6.0,1.0,0.0,0.0,2.0,0.05,20.0,2.0,5.0,2.0,5,0.0,1,False
3.0,1,4.0,2.0,0.25,2.0,2.0,2,1.0,5.0,1,0.0,13.45,3.6,174.36,0.02,14.0,0.28,9.69,48.43,0,0,2,8.0,8.0,0.5,1.0,2.0,5.0,0.18,11.0,6.0,8.0,5.0,6,20.0,1,False
3.0,2,4.0,2.0,0.25,2.0,2.0,2,1.0,7.0,1,0.0,22.46,9.0,1819.07,0.07,43.0,0.11,101.06,202.12,6,2,0,6.0,8.0,0.5,1.0,2.0,7.0,0.13,15.0,18.0,25.0,13.0,13,25.0,1,False
3.0,1,4.0,2.0,0.1,2.0,2.0,1,0.5,8.0,1,0.0,46.11,14.5,9695.39,0.22,124.0,0.07,538.63,668.65,25,0,10,21.0,21.0,0.5,1.0,2.0,8.0,0.04,57.0,58.0,66.0,28.0,14,32.25,0,False
3.0,0,4.0,2.0,0.17,2.0,2.0,1,0.5,6.0,1,0.0,19.12,6.0,688.28,0.04,31.0,0.17,38.24,114.71,1,1,0,11.0,12.0,0.5,1.0,2.0,6.0,0.14,14.0,14.0,17.0,7.0,6,8.33,1,False
1.0,1,0.0,1.0,0.1,0.0,0.0,1,1.0,2.0,1,0.0,14.33,6.0,515.71,0.03,22.0,0.17,28.65,85.95,1,0,0,10.0,10.0,1.0,0.0,0.0,3.0,0.08,12.0,8.0,14.0,6.0,9,0.0,3,False
7.0,1,12.0,4.0,0.33,6.0,2.0,2,0.5,13.0,1,0.0,27.54,9.9,2698.99,0.09,58.0,0.1,149.94,272.63,2,0,0,12.0,12.0,0.25,3.0,6.0,11.0,0.27,15.0,27.0,31.0,15.0,11,0.0,1,False
9.0,6,16.0,5.0,0.22,8.0,2.0,4,0.8,20.0,1,0.0,37.97,14.77,8282.6,0.19,104.0,0.07,460.14,560.8,17,5,10,18.0,23.0,0.2,4.0,8.0,17.0,0.1,51.0,48.0,56.0,26.0,16,45.45,2,False
5.0,1,8.0,3.0,0.27,4.0,2.0,2,0.67,9.0,1,0.0,21.05,7.09,1058.51,0.05,33.0,0.14,58.81,149.28,2,0,0,11.0,11.0,0.33,2.0,4.0,8.0,0.21,14.0,13.0,20.0,11.0,12,0.0,3,True
3.0,0,4.0,2.0,0.25,2.0,2.0,1,0.5,7.0,1,0.0,16.35,11.5,2162.0,0.06,47.0,0.09,120.11,188.0,0,0,0,8.0,8.0,0.5,1.0,2.0,7.0,0.22,9.0,23.0,24.0,8.0,8,0.0,3,False
97.0,4,192.0,49.0,0.71,96.0,2.0,4,0.08,241.0,1,0.0,46.69,123.06,707027.78,1.92,1018.0,0.01,39279.32,5745.45,0,0,0,69.0,69.0,0.02,48.0,96.0,194.0,0.7,70.0,523.0,495.0,34.0,16,0.0,0,False
29.0,7,52.0,15.0,0.25,24.0,2.17,8,0.53,65.0,3,0.14,80.65,25.1,50799.32,0.67,306.0,0.04,2822.18,2024.1,33,9,20,52.0,61.0,0.2,14.0,26.0,52.0,0.13,115.0,139.0,167.0,72.0,26,35.8,0,False
1.0,1,0.0,1.0,0.14,0.0,0.0,1,1.0,2.0,1,0.0,12.69,6.0,456.88,0.03,20.0,0.17,25.38,76.15,0,0,0,7.0,7.0,1.0,0.0,0.0,3.0,0.13,8.0,9.0,11.0,6.0,8,0.0,1,False
5.0,2,8.0,3.0,0.07,4.0,2.0,1,0.33,14.0,1,0.0,51.66,44.29,101338.65,0.76,394.0,0.02,5629.92,2288.1,6,0,11,43.0,43.0,0.33,2.0,4.0,13.0,0.05,61.0,187.0,207.0,38.0,18,20.37,3,False
15.0,4,26.0,8.0,0.29,12.0,2.17,4,0.5,34.0,1,0.0,54.45,20.0,21781.35,0.36,195.0,0.05,1210.08,1089.07,25,6,24,22.0,28.0,0.13,7.0,13.0,28.0,0.1,78.0,88.0,107.0,33.0,15,57.69,1,False
1.0,1,0.0,1.0,0.07,0.0,0.0,1,1.0,2.0,1,0.0,51.0,8.2,3429.57,0.14,87.0,0.12,190.53,418.24,16,0,10,14.0,14.0,1.0,0.0,0.0,3.0,0.02,41.0,41.0,46.0,20.0,8,41.67,0,False
13.0,0,24.0,7.0,0.64,12.0,2.0,1,0.14,31.0,1,0.0,13.06,19.83,5137.44,0.09,70.0,0.05,285.41,259.02,0,1,2,10.0,11.0,0.14,6.0,12.0,26.0,0.5,14.0,34.0,36.0,6.0,7,23.08,0,False
7.0,1,12.0,4.0,0.44,6.0,2.0,2,0.5,14.0,3,0.67,10.4,19.0,3755.43,0.07,45.0,0.05,208.64,197.65,2,0,0,9.0,9.0,0.75,3.0,6.0,12.0,0.33,12.0,19.0,26.0,7.0,14,0.0,1,False
11.0,4,20.0,6.0,0.23,10.0,2.0,3,0.5,26.0,1,0.0,41.87,14.17,8403.03,0.2,110.0,0.07,466.83,593.15,14,3,0,23.0,26.0,0.17,5.0,10.0,22.0,0.15,41.0,51.0,59.0,27.0,15,11.54,1,False
7.0,2,12.0,4.0,0.33,6.0,2.0,2,0.5,15.0,1,0.0,15.35,20.67,6557.23,0.11,66.0,0.05,364.29,317.29,0,0,0,12.0,12.0,0.25,3.0,6.0,13.0,0.31,13.0,31.0,35.0,12.0,16,0.0,0,False
1.0,2,0.0,1.0,0.11,0.0,0.0,1,1.0,3.0,1,0.0,13.68,9.63,1267.48,0.04,31.0,0.1,70.42,131.69,1,0,0,9.0,9.0,1.0,0.0,0.0,4.0,0.09,11.0,14.0,17.0,8.0,11,0.0,1,False
9.0,1,10.0,5.0,0.29,2.0,5.0,2,0.4,14.0,5,1.0,24.99,11.61,3366.63,0.1,61.0,0.09,187.04,290.05,9,5,12,12.0,17.0,1.0,4.0,5.0,11.0,0.21,24.0,25.0,36.0,14.0,13,58.62,1,True
5.0,11,8.0,3.0,0.08,4.0,2.0,2,0.67,22.0,1,0.0,85.25,13.0,14407.24,0.37,190.0,0.08,800.4,1108.25,10,2,4,36.0,38.0,0.33,2.0,4.0,21.0,0.06,53.0,88.0,102.0,44.0,13,14.29,1,False
1.0,0,0.0,1.0,0.05,0.0,0.0,1,1.0,1.0,1,0.0,93.63,13.54,17169.93,0.42,261.0,0.07,953.88,1267.93,1,0,0,20.0,20.0,1.0,0.0,0.0,2.0,0.05,22.0,130.0,131.0,24.0,5,0.0,2,False
35.0,6,52.0,18.0,0.69,18.0,2.89,6,0.33,58.0,13,0.71,37.58,34.62,45032.28,0.43,224.0,0.03,2501.79,1300.85,1,0,0,26.0,26.0,0.72,17.0,26.0,42.0,0.64,28.0,107.0,117.0,34.0,22,0.0,0,False
11.0,1,18.0,6.0,0.67,8.0,2.25,3,0.5,23.0,3,0.4,10.61,23.21,5718.84,0.08,57.0,0.04,317.71,246.35,2,0,0,9.0,9.0,0.5,5.0,9.0,19.0,0.5,12.0,25.0,32.0,7.0,13,0.0,2,False
7.0,1,12.0,4.0,0.67,6.0,2.0,2,0.5,14.0,4,1.0,10.28,10.0,1027.99,0.03,27.0,0.1,57.11,102.8,1,0,0,6.0,6.0,1.0,3.0,6.0,12.0,0.5,8.0,8.0,19.0,4.0,10,0.0,1,False
1.0,0,0.0,1.0,0.08,0.0,0.0,1,1.0,1.0,1,0.0,50.28,7.39,2745.03,0.12,80.0,0.14,152.5,371.51,2,0,0,13.0,13.0,1.0,0.0,0.0,2.0,0.06,16.0,38.0,42.0,18.0,7,0.0,0,False
1.0,1,0.0,1.0,0.2,0.0,0.0,1,1.0,2.0,1,0.0,11.56,6.4,473.66,0.02,20.0,0.16,26.31,74.01,2,0,2,5.0,5.0,1.0,0.0,0.0,3.0,0.1,10.0,8.0,12.0,5.0,8,28.57,1,False
11.0,0,20.0,6.0,0.38,10.0,2.0,1,0.17,24.0,1,0.0,19.33,16.82,5466.44,0.11,74.0,0.06,303.69,325.03,3,0,0,16.0,16.0,0.17,5.0,10.0,20.0,0.3,20.0,37.0,37.0,11.0,10,0.0,0,False
33.0,6,58.0,17.0,0.24,26.0,2.23,9,0.53,74.0,5,0.25,93.54,34.45,111016.34,1.07,478.0,0.03,6167.57,3222.42,33,6,23,65.0,71.0,0.29,16.0,29.0,59.0,0.13,128.0,226.0,252.0,82.0,25,30.85,0,True
1.0,1,0.0,1.0,0.33,0.0,0.0,1,1.0,2.0,1,0.0,9.83,2.0,39.3,0.01,7.0,0.5,2.18,19.65,0,0,0,3.0,3.0,1.0,0.0,0.0,3.0,0.25,4.0,3.0,4.0,3.0,4,0.0,1,False
17.0,1,30.0,9.0,0.56,14.0,2.14,2,0.22,31.0,9,1.0,10.13,32.58,10759.67,0.11,73.0,0.03,597.76,330.22,2,0,0,16.0,16.0,1.0,8.0,15.0,24.0,0.47,19.0,23.0,50.0,6.0,17,0.0,2,False
3.0,0,4.0,2.0,0.4,2.0,2.0,1,0.5,5.0,1,0.0,12.24,9.33,1066.06,0.04,30.0,0.11,59.23,114.22,3,0,0,5.0,5.0,0.5,1.0,2.0,5.0,0.22,9.0,14.0,16.0,6.0,8,0.0,0,False
3.0,0,0.0,2.0,0.15,0.0,0.0,1,0.5,5.0,1,0.0,18.86,5.5,570.49,0.03,24.0,0.18,31.69,103.73,0,0,0,13.0,13.0,0.5,0.0,0.0,5.0,0.14,14.0,9.0,15.0,9.0,11,0.0,1,False
5.0,3,8.0,3.0,0.33,4.0,2.0,3,1.0,12.0,1,0.0,22.64,5.73,742.59,0.04,30.0,0.17,41.25,129.66,0,1,0,8.0,9.0,0.33,2.0,4.0,11.0,0.3,10.0,14.0,16.0,11.0,9,11.11,0,False
3.0,1,4.0,2.0,0.1,2.0,2.0,1,0.5,8.0,1,0.0,54.15,14.62,11582.56,0.26,157.0,0.07,643.48,791.97,10,2,13,19.0,21.0,0.5,1.0,2.0,8.0,0.04,45.0,78.0,79.0,24.0,9,44.12,0,True
37.0,3,60.0,19.0,0.53,24.0,2.5,6,0.32,68.0,11,0.56,33.88,39.58,53092.15,0.45,232.0,0.03,2949.56,1341.28,3,0,0,36.0,36.0,0.58,18.0,30.0,51.0,0.48,40.0,95.0,137.0,30.0,25,0.0,3,False
9.0,1,16.0,5.0,0.29,8.0,2.0,2,0.4,16.0,1,0.0,12.24,29.56,10695.71,0.12,80.0,0.03,594.21,361.88,1,3,1,14.0,17.0,0.2,4.0,8.0,13.0,0.25,20.0,38.0,42.0,9.0,14,22.22,0,False
45.0,8,56.0,23.0,0.37,12.0,4.67,7,0.3,64.0,19,0.82,65.12,36.85,88450.77,0.8,389.0,0.03,4913.93,2400.1,15,8,46,55.0,63.0,0.83,22.0,84.0,43.0,0.18,125.0,179.0,210.0,51.0,21,49.54,2,True
1.0,0,0.0,1.0,0.1,0.0,0.0,1,1.0,1.0,1,0.0,16.72,30.0,15048.53,0.17,145.0,0.03,836.03,501.62,2,0,0,10.0,10.0,1.0,0.0,0.0,2.0,0.08,13.0,72.0,73.0,6.0,5,0.0,2,False
3.0,3,4.0,2.0,0.25,2.0,2.0,2,1.0,10.0,1,0.0,23.66,7.92,1482.76,0.06,42.0,0.13,82.38,187.3,8,0,0,8.0,8.0,0.5,1.0,2.0,10.0,0.12,17.0,19.0,23.0,12.0,10,0.0,1,False
3.0,4,4.0,2.0,0.17,2.0,2.0,2,1.0,9.0,1,0.0,24.49,6.0,881.67,0.05,34.0,0.17,48.98,146.95,8,0,17,12.0,12.0,0.5,1.0,2.0,9.0,0.05,38.0,12.0,22.0,10.0,10,58.62,0,False
21.0,7,40.0,11.0,0.21,20.0,2.0,5,0.45,49.0,7,0.6,58.55,21.92,28134.83,0.43,222.0,0.05,1563.05,1283.46,30,7,27,46.0,53.0,0.64,10.0,20.0,40.0,0.1,111.0,98.0,124.0,38.0,17,42.5,3,True
7.0,0,12.0,4.0,0.33,6.0,2.0,1,0.25,14.0,1,0.0,21.91,10.05,2210.79,0.07,48.0,0.1,122.82,220.08,1,0,0,12.0,12.0,0.25,3.0,6.0,12.0,0.29,14.0,17.0,31.0,11.0,13,0.0,0,False
5.0,2,8.0,3.0,0.3,4.0,2.0,2,0.67,11.0,1,0.0,12.06,16.88,3435.08,0.07,45.0,0.06,190.84,203.56,2,0,0,10.0,10.0,0.33,2.0,4.0,10.0,0.23,13.0,18.0,27.0,8.0,15,0.0,2,False
