NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,NUM_06,NUM_07,NUM_08,NUM_09,NUM_10,NUM_11,NUM_12,NUM_13,NUM_14,NUM_15,NUM_16,NUM_17,NUM_18,NUM_19,CAT_00,target
0.11,3.0,10.27,3329.79,1.0,31.59,2.0,0.1,7,18.0,1,28.0,69.0,184.99,41.0,28.0,11.0,15.0,324.33,2.0,0,no
0.01,1.0,1.5,61.81,1.0,27.47,1.0,0.67,1,4.0,0,8.0,13.0,3.43,7.0,6.0,3.0,6.0,41.21,1.0,0,no
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1.0,0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,no
0.46,15.0,19.6,26961.84,7.0,70.18,8.0,0.05,20,72.0,1,97.0,245.0,1497.88,147.0,98.0,14.0,35.0,1375.6,8.0,0,no
0.03,3.0,6.0,468.83,1.0,13.02,2.0,0.17,1,8.0,0,13.0,20.0,26.05,12.0,8.0,9.0,6.0,78.14,2.0,0,no
0.02,3.0,7.0,451.71,1.0,9.22,2.0,0.14,0,8.0,0,10.0,18.0,25.09,11.0,7.0,8.0,4.0,64.53,2.0,0,no
0.01,1.0,2.5,91.35,1.0,14.62,1.0,0.4,0,3.0,0,7.0,11.0,5.08,6.0,5.0,5.0,5.0,36.54,1.0,1,no
0.12,5.0,11.0,3831.18,1.0,31.66,3.0,0.09,4,23.0,1,31.0,75.0,212.84,47.0,28.0,11.0,14.0,348.29,3.0,0,no
0.07,5.0,8.5,1800.08,1.0,24.91,2.0,0.12,1,12.0,0,15.0,49.0,100.0,32.0,17.0,10.0,10.0,211.77,3.0,0,no
0.1,9.0,10.58,3297.65,1.0,29.48,3.0,0.09,1,18.0,0,21.0,68.0,183.2,43.0,25.0,11.0,13.0,311.78,5.0,0,no
0.01,1.0,2.0,86.37,1.0,21.59,1.0,0.5,0,2.0,0,8.0,13.0,4.8,20.0,13.0,9.0,9.0,43.19,1.0,0,no
0.05,1.0,6.5,894.45,1.0,21.17,1.0,0.15,0,4.0,1,4.0,33.0,49.69,7.0,6.0,4.0,6.0,137.61,1.0,1,no
0.07,5.0,8.5,1800.08,1.0,24.91,2.0,0.12,3,10.0,0,15.0,49.0,100.0,32.0,17.0,10.0,10.0,211.77,3.0,0,no
0.07,5.0,8.5,1800.08,1.0,24.91,2.0,0.12,1,10.0,0,14.0,49.0,100.0,32.0,17.0,10.0,10.0,211.77,3.0,1,no
0.06,7.0,5.83,1115.08,1.0,32.77,4.0,0.17,0,15.0,0,21.0,45.0,61.95,41.0,28.0,10.0,15.0,191.16,4.0,0,no
0.11,7.0,9.33,2990.64,1.0,34.33,2.0,0.11,0,18.0,1,17.0,69.0,166.15,25.0,20.0,7.0,12.0,320.43,4.0,0,no
0.02,1.0,2.33,116.27,1.0,21.36,1.0,0.43,0,4.0,0,6.0,15.0,6.46,8.0,7.0,4.0,6.0,49.83,1.0,0,no
0.02,1.0,2.33,116.27,1.0,21.36,1.0,0.43,0,4.0,0,6.0,15.0,6.46,8.0,7.0,4.0,6.0,49.83,1.0,0,no
0.02,1.0,2.33,116.27,1.0,21.36,1.0,0.43,0,4.0,0,6.0,15.0,6.46,8.0,7.0,4.0,6.0,49.83,1.0,0,no
0.02,1.0,2.33,116.27,1.0,21.36,1.0,0.43,0,4.0,0,6.0,15.0,6.46,8.0,7.0,4.0,6.0,49.83,1.0,0,no
0.02,1.0,2.33,116.27,1.0,21.36,1.0,0.43,0,4.0,0,6.0,15.0,6.46,8.0,7.0,4.0,6.0,49.83,1.0,0,no
0.02,1.0,2.33,116.27,1.0,21.36,1.0,0.43,0,4.0,0,6.0,15.0,6.46,8.0,7.0,4.0,6.0,49.83,1.0,0,no
0.02,1.0,2.33,116.27,1.0,21.36,1.0,0.43,0,4.0,0,6.0,15.0,6.46,8.0,7.0,4.0,6.0,49.83,1.0,0,no
0.02,1.0,2.33,116.27,1.0,21.36,1.0,0.43,0,4.0,0,6.0,15.0,6.46,8.0,7.0,4.0,6.0,49.83,1.0,0,no
0.18,15.0,21.38,11418.17,7.0,24.99,7.0,0.05,5,31.0,1,41.0,105.0,634.34,67.0,38.0,18.0,16.0,534.18,8.0,2,no
0.26,13.0,22.41,17739.36,3.0,35.33,6.0,0.04,4,49.0,1,56.0,141.0,985.52,86.0,55.0,22.0,27.0,791.67,7.0,0,no
0.33,13.0,23.83,23503.86,4.0,41.38,6.0,0.04,3,54.0,1,60.0,173.0,1305.77,108.0,65.0,22.0,30.0,986.18,7.0,0,no
0.33,23.0,13.57,13591.93,9.0,73.85,9.0,0.07,5,45.0,3,55.0,187.0,755.11,113.0,74.0,11.0,30.0,1001.86,12.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.14,11.0,18.29,7536.98,4.0,22.54,4.0,0.05,3,26.0,2,33.0,84.0,418.72,52.0,32.0,16.0,14.0,412.18,6.0,0,no
0.29,25.0,17.5,15381.59,3.0,50.23,5.0,0.06,8,36.0,10,58.0,163.0,854.53,93.0,70.0,14.0,28.0,878.95,13.0,2,no
0.05,5.0,11.0,1605.42,3.0,13.27,2.0,0.09,2,14.0,1,19.0,35.0,89.19,21.0,14.0,11.0,7.0,145.95,3.0,0,no
0.03,3.0,3.43,266.43,1.0,22.67,2.0,0.29,0,6.0,0,8.0,21.0,14.8,13.0,8.0,6.0,7.0,77.71,2.0,0,no
0.06,3.0,7.5,1404.72,1.0,24.97,2.0,0.13,2,13.0,1,18.0,42.0,78.04,24.0,18.0,10.0,12.0,187.3,2.0,0,no
0.08,9.0,11.55,2638.03,1.0,19.77,2.0,0.09,0,24.0,0,26.0,52.0,146.56,31.0,21.0,11.0,10.0,228.4,5.0,0,no
0.18,3.0,7.76,4305.78,1.0,71.53,2.0,0.13,2,24.0,0,29.0,105.0,239.21,60.0,45.0,10.0,29.0,554.97,2.0,0,no
0.08,7.0,8.53,2030.79,3.0,27.9,2.0,0.12,0,13.0,0,16.0,49.0,112.82,28.0,21.0,13.0,16.0,238.04,4.0,1,no
0.02,1.0,2.5,121.08,1.0,19.37,1.0,0.4,0,3.0,0,6.0,14.0,6.73,8.0,6.0,5.0,6.0,48.43,1.0,0,no
0.1,5.0,10.8,3303.19,1.0,28.32,3.0,0.09,2,23.0,2,29.0,72.0,183.51,48.0,24.0,9.0,10.0,305.85,3.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,0.0,0,2.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.01,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,2.0,0,4.0,9.0,0.0,9.0,0.0,7.0,0.0,25.27,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,0.0,0,2.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.03,5.0,4.71,418.68,1.0,18.84,1.0,0.21,0,4.0,0,6.0,24.0,23.26,13.0,11.0,6.0,7.0,88.81,3.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,2.0,23.22,1.0,5.8,1.0,0.5,0,2.0,0,4.0,5.0,1.29,4.0,1.0,4.0,1.0,11.61,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.03,5.0,4.71,418.68,1.0,18.84,1.0,0.21,0,4.0,0,6.0,24.0,23.26,13.0,11.0,6.0,7.0,88.81,3.0,0,no
0.01,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,2.0,0,4.0,9.0,0.0,9.0,0.0,7.0,0.0,25.27,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,1,3.0,0,6.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.07,3.0,6.3,1360.8,1.0,34.29,2.0,0.16,1,14.0,3,20.0,54.0,75.6,33.0,21.0,6.0,10.0,216.0,2.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,1,3.0,0,6.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.19,15.0,23.06,13258.25,8.0,24.93,5.0,0.04,6,26.0,1,36.0,113.0,736.57,72.0,41.0,18.0,16.0,574.88,8.0,1,no
0.01,1.0,2.5,49.13,1.0,7.86,1.0,0.4,0,2.0,0,4.0,7.0,2.73,5.0,2.0,5.0,2.0,19.65,1.0,0,no
0.01,1.0,3.5,84.0,1.0,6.86,1.0,0.29,0,0.0,0,2.0,8.0,4.67,7.0,1.0,7.0,1.0,24.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,2.0,23.22,1.0,5.8,1.0,0.5,0,2.0,0,4.0,5.0,1.29,4.0,1.0,4.0,1.0,11.61,1.0,0,no
0.12,5.0,14.5,5366.93,1.0,25.53,3.0,0.07,4,22.0,0,29.0,83.0,298.16,54.0,29.0,11.0,11.0,370.13,3.0,1,no
0.01,1.0,3.0,72.0,1.0,8.0,1.0,0.33,0,2.0,0,4.0,8.0,4.0,6.0,2.0,6.0,2.0,24.0,1.0,0,no
0.24,17.0,14.4,10277.21,4.0,49.56,4.0,0.07,8,29.0,4,44.0,137.0,570.96,77.0,60.0,12.0,25.0,713.7,9.0,1,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,0.0,0,2.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,5.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.01,1.0,2.0,44.92,1.0,11.23,1.0,0.5,1,4.0,0,7.0,8.0,2.5,5.0,3.0,4.0,3.0,22.46,1.0,0,no
0.04,7.0,5.33,687.61,1.0,24.17,1.0,0.19,0,5.0,0,7.0,33.0,38.2,17.0,16.0,6.0,9.0,128.93,4.0,0,no
0.87,39.0,30.73,80587.17,18.0,85.35,15.0,0.03,8,128.0,0,138.0,444.0,4477.07,275.0,169.0,16.0,44.0,2622.66,20.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,0.0,0,2.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.01,1.0,4.0,152.16,1.0,9.51,1.0,0.25,3,5.0,0,10.0,12.0,8.45,8.0,4.0,6.0,3.0,38.04,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.09,3.0,8.46,2373.13,1.0,33.15,2.0,0.12,3,16.0,0,21.0,62.0,131.84,40.0,22.0,10.0,13.0,280.46,2.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.04,7.0,5.33,687.61,1.0,24.17,1.0,0.19,0,5.0,0,7.0,33.0,38.2,17.0,16.0,6.0,9.0,128.93,4.0,0,no
0.04,3.0,6.19,809.32,1.0,21.14,2.0,0.16,1,16.0,0,20.0,32.0,44.96,21.0,11.0,9.0,8.0,130.8,2.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.0,1.0,2.0,23.22,1.0,5.8,1.0,0.5,0,2.0,1,5.0,5.0,1.29,4.0,1.0,4.0,1.0,11.61,1.0,0,no
0.14,7.0,8.86,3615.96,3.0,46.05,4.0,0.11,3,24.0,3,33.0,84.0,200.89,55.0,29.0,11.0,18.0,408.07,4.0,1,no
0.0,1.0,2.0,23.22,1.0,5.8,1.0,0.5,0,2.0,0,4.0,5.0,1.29,4.0,1.0,4.0,1.0,11.61,1.0,0,no
0.5,23.0,23.32,34844.83,5.0,64.08,7.0,0.04,12,69.0,9,94.0,250.0,1935.82,142.0,108.0,19.0,44.0,1494.32,12.0,2,no
0.0,1.0,2.0,23.22,1.0,5.8,1.0,0.5,0,2.0,1,5.0,5.0,1.29,4.0,1.0,4.0,1.0,11.61,1.0,0,no
0.01,1.0,2.0,44.92,1.0,11.23,1.0,0.5,2,3.0,0,8.0,8.0,2.5,5.0,3.0,4.0,3.0,22.46,1.0,0,no
0.02,3.0,3.0,161.32,1.0,17.92,2.0,0.33,1,6.0,3,12.0,15.0,8.96,9.0,6.0,6.0,6.0,53.77,2.0,0,no
0.02,3.0,6.0,270.0,1.0,7.5,2.0,0.17,0,8.0,1,12.0,15.0,15.0,11.0,4.0,6.0,2.0,45.0,2.0,0,no
0.01,1.0,3.0,72.0,1.0,8.0,1.0,0.33,0,2.0,0,5.0,8.0,4.0,6.0,2.0,6.0,2.0,24.0,1.0,0,no
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,2.0,0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,11.61,1.0,0,no
0.21,11.0,20.44,13001.29,1.0,31.11,5.0,0.05,11,35.0,2,51.0,125.0,722.29,79.0,46.0,16.0,18.0,635.93,6.0,0,no
0.04,3.0,5.33,610.39,1.0,21.46,1.0,0.19,2,6.0,0,10.0,28.0,33.91,16.0,12.0,8.0,9.0,114.45,2.0,0,no
0.47,15.0,15.27,21633.88,4.0,92.81,6.0,0.07,11,67.0,3,88.0,244.0,1201.88,143.0,101.0,13.0,43.0,1416.99,8.0,0,no
0.31,15.0,24.7,23004.98,6.0,37.7,6.0,0.04,6,48.0,3,47.0,165.0,1278.05,77.0,36.0,21.0,20.0,931.24,7.0,1,no
0.22,11.0,22.0,14710.24,6.0,30.39,6.0,0.05,5,35.0,1,44.0,124.0,817.24,80.0,44.0,21.0,21.0,668.65,6.0,0,no
0.16,13.0,18.0,8516.41,1.0,26.29,6.0,0.06,3,33.0,2,41.0,93.0,473.13,61.0,32.0,18.0,16.0,473.13,7.0,1,no
0.06,5.0,15.0,2809.44,3.0,12.49,2.0,0.07,3,16.0,0,21.0,42.0,156.08,28.0,14.0,15.0,7.0,187.3,3.0,0,no
0.07,3.0,4.89,1057.08,1.0,44.23,1.0,0.2,2,10.0,0,6.0,46.0,58.73,10.0,9.0,6.0,9.0,216.22,2.0,0,no
0.01,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,2.0,0,4.0,9.0,0.0,9.0,0.0,7.0,0.0,25.27,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,0.0,0,2.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.01,1.0,2.0,31.02,1.0,7.75,1.0,0.5,0,2.0,0,4.0,6.0,1.72,4.0,2.0,4.0,2.0,15.51,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,0,2.0,0,4.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.04,9.0,7.0,828.13,1.0,16.9,1.0,0.14,1,6.0,0,10.0,33.0,46.01,23.0,10.0,7.0,5.0,118.3,5.0,0,no
0.08,3.0,8.08,1972.97,1.0,30.24,2.0,0.12,2,15.0,0,20.0,54.0,109.61,33.0,21.0,10.0,13.0,244.27,2.0,0,no
1.34,39.0,54.62,218954.95,4.0,73.38,20.0,0.02,34,161.0,43,241.0,619.0,12164.16,381.0,238.0,28.0,61.0,4008.48,20.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,0.0,0,2.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.29,25.0,23.96,20798.17,3.0,36.24,7.0,0.04,7,52.0,4,66.0,161.0,1155.45,103.0,58.0,19.0,23.0,868.16,13.0,1,no
0.01,1.0,2.0,39.3,1.0,9.83,1.0,0.5,0,2.0,0,4.0,7.0,2.18,4.0,3.0,4.0,3.0,19.65,1.0,0,no
0.0,1.0,1.5,17.41,1.0,7.74,1.0,0.67,0,2.0,0,4.0,5.0,0.97,3.0,2.0,3.0,2.0,11.61,1.0,0,no
0.03,3.0,5.0,480.0,1.0,19.2,1.0,0.2,2,6.0,0,10.0,24.0,26.67,14.0,10.0,8.0,8.0,96.0,2.0,0,no
0.01,1.0,2.5,91.24,1.0,14.6,1.0,0.4,2,4.0,3,11.0,13.0,5.07,11.0,2.0,5.0,2.0,36.5,1.0,0,no
0.02,3.0,6.0,387.18,1.0,10.75,2.0,0.17,1,8.0,0,12.0,18.0,21.51,12.0,6.0,8.0,4.0,64.53,2.0,0,no
0.65,27.0,34.01,66668.34,7.0,57.63,11.0,0.03,7,106.0,29,144.0,322.0,3703.8,205.0,117.0,25.0,43.0,1960.16,14.0,0,no
0.02,3.0,7.0,476.8,1.0,9.73,2.0,0.14,1,8.0,0,11.0,19.0,26.49,12.0,7.0,8.0,4.0,68.11,2.0,0,no
0.07,5.0,7.13,1564.76,1.0,30.82,3.0,0.14,2,16.0,2,22.0,50.0,86.93,31.0,19.0,9.0,12.0,219.62,3.0,0,no
0.02,3.0,6.0,365.67,1.0,10.16,2.0,0.17,1,8.0,0,11.0,17.0,20.31,11.0,6.0,8.0,4.0,60.94,2.0,0,no
0.02,3.0,6.13,360.21,1.0,9.6,1.0,0.16,0,8.0,0,10.0,17.0,20.01,10.0,7.0,7.0,4.0,58.81,2.0,0,no
0.1,3.0,9.82,2873.39,1.0,29.79,2.0,0.1,8,19.0,1,30.0,63.0,159.63,38.0,25.0,11.0,14.0,292.56,2.0,0,no
0.15,7.0,11.56,5054.44,3.0,37.81,4.0,0.09,9,30.0,1,43.0,93.0,280.8,56.0,37.0,10.0,16.0,437.14,4.0,1,no
0.39,13.0,26.78,31113.57,1.0,43.38,6.0,0.04,12,66.0,1,83.0,223.0,1728.53,135.0,88.0,14.0,23.0,1161.71,7.0,0,no
0.0,1.0,2.0,23.22,1.0,5.8,1.0,0.5,0,2.0,0,4.0,5.0,1.29,4.0,1.0,4.0,1.0,11.61,1.0,0,no
0.49,23.0,21.41,31211.4,7.0,68.08,8.0,0.05,15,81.0,5,106.0,261.0,1733.97,157.0,104.0,14.0,34.0,1457.68,12.0,1,no
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1.0,0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,no
0.02,3.0,5.6,393.73,1.0,12.56,2.0,0.18,1,8.0,0,11.0,19.0,21.87,12.0,7.0,8.0,5.0,70.31,2.0,0,no
0.02,3.0,7.0,476.8,1.0,9.73,2.0,0.14,1,8.0,0,11.0,19.0,26.49,12.0,7.0,8.0,4.0,68.11,2.0,0,no
0.0,1.0,0.5,1.0,1.0,4.0,1.0,2.0,0,2.0,0,4.0,2.0,0.06,1.0,1.0,1.0,1.0,2.0,1.0,0,no
0.0,1.0,1.5,12.0,1.0,5.33,1.0,0.67,2,2.0,0,6.0,4.0,0.67,3.0,1.0,3.0,1.0,8.0,1.0,0,no
0.06,3.0,7.88,1319.74,1.0,21.28,2.0,0.13,2,12.0,0,18.0,41.0,73.32,27.0,14.0,9.0,8.0,167.59,2.0,0,no
0.02,5.0,5.6,373.0,3.0,11.89,3.0,0.18,0,5.0,0,20.0,18.0,20.72,23.0,15.0,11.0,8.0,66.61,3.0,0,no
0.05,5.0,10.31,1664.66,1.0,15.65,1.0,0.1,1,14.0,0,7.0,38.0,92.48,11.0,7.0,8.0,5.0,161.42,3.0,0,no
0.47,17.0,22.01,31075.65,1.0,64.12,8.0,0.05,17,73.0,5,100.0,239.0,1726.42,144.0,95.0,19.0,41.0,1411.75,9.0,0,no
0.09,3.0,8.33,2321.93,1.0,33.44,2.0,0.12,5,21.0,0,28.0,60.0,129.0,35.0,25.0,10.0,15.0,278.63,2.0,0,no
0.02,3.0,7.0,451.71,1.0,9.22,2.0,0.14,0,8.0,0,10.0,18.0,25.09,11.0,7.0,8.0,4.0,64.53,2.0,0,no
0.14,9.0,12.67,5345.24,3.0,33.32,4.0,0.08,5,20.0,3,30.0,86.0,296.96,48.0,38.0,12.0,18.0,421.99,5.0,0,no
0.06,7.0,15.0,2675.66,3.0,11.89,3.0,0.07,2,16.0,0,20.0,40.0,148.65,26.0,14.0,15.0,7.0,178.38,4.0,0,no
0.08,5.0,10.0,2397.22,1.0,23.97,3.0,0.1,3,18.0,0,23.0,51.0,133.18,31.0,20.0,13.0,13.0,239.72,3.0,0,no
0.03,3.0,8.1,616.79,1.0,9.4,2.0,0.12,3,7.0,0,12.0,20.0,34.27,11.0,9.0,9.0,5.0,76.15,2.0,0,no
0.07,5.0,7.79,1621.32,1.0,26.71,2.0,0.13,3,15.0,0,20.0,46.0,90.07,29.0,17.0,11.0,12.0,208.08,3.0,0,no
0.09,3.0,10.0,2631.06,1.0,26.31,2.0,0.1,6,18.0,0,28.0,59.0,146.17,35.0,24.0,10.0,12.0,263.11,2.0,0,no
0.09,3.0,10.0,2631.06,1.0,26.31,2.0,0.1,6,18.0,0,28.0,59.0,146.17,35.0,24.0,10.0,12.0,263.11,2.0,0,no
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1.0,0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,no
0.29,9.0,19.8,17028.0,1.0,43.43,5.0,0.05,17,52.0,6,78.0,172.0,946.0,106.0,66.0,12.0,20.0,860.0,5.0,1,no
0.03,3.0,5.79,509.14,1.0,15.21,2.0,0.17,1,8.0,0,14.0,22.0,28.29,13.0,9.0,9.0,7.0,88.0,2.0,0,no
0.02,3.0,7.0,451.71,1.0,9.22,2.0,0.14,0,8.0,0,10.0,18.0,25.09,11.0,7.0,8.0,4.0,64.53,2.0,0,no
0.01,1.0,2.0,63.4,1.0,15.85,1.0,0.5,0,3.0,0,8.0,10.0,3.52,5.0,5.0,4.0,5.0,31.7,1.0,1,no
0.11,5.0,10.61,3546.58,1.0,31.52,3.0,0.09,3,22.0,1,29.0,72.0,197.03,45.0,27.0,11.0,14.0,334.36,3.0,0,no
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1.0,0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,no
0.05,3.0,6.87,974.72,1.0,20.62,2.0,0.15,1,16.0,1,21.0,34.0,54.15,23.0,11.0,10.0,8.0,141.78,2.0,0,no
