NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,NUM_06,NUM_07,NUM_08,NUM_09,NUM_10,NUM_11,NUM_12,NUM_13,NUM_14,NUM_15,NUM_16,NUM_17,NUM_18,NUM_19,NUM_20,NUM_21,NUM_22,NUM_23,CAT_00,CAT_01,CAT_02,CAT_03,CAT_04,CAT_05,CAT_06,CAT_07,CAT_08,target
1214.0,133,1362.0,175.0,0.2056,0.3875,0.2667,0.0059,0.2857,1222.0,0.9677,2.1673,0.9031,1.4771,0.7333,-0.1014,0.3977,737538.0,737568.0,147.0,28.0,31.0,16908.0,105,0,1,1.0,0,1,0,0,0,0,1
1211.0,133,1362.0,175.0,0.1953,0.6725,0.0612,0.0132,0.0874,1229.0,1.0,3.2388,1.2553,2.4683,0.9388,-0.1628,1.0,840091.0,840385.0,1733.0,206.0,294.0,185716.0,93,0,1,1.0,0,1,0,0,0,0,1
1207.0,135,1362.0,175.0,0.2173,0.5489,0.1842,0.0051,0.2,1214.0,0.9744,2.0792,0.8451,1.5798,0.8158,-0.0212,0.4399,882674.0,882712.0,120.0,35.0,39.0,15035.0,118,0,1,1.0,0,1,0,0,0,0,1
1200.0,135,1360.0,175.0,0.2059,0.5663,0.0962,0.0147,0.1143,1220.0,0.9858,3.2562,1.301,2.3181,0.9039,-0.0722,1.0,971714.0,971922.0,1804.0,175.0,211.0,214243.0,101,0,1,1.0,0,1,0,0,0,0,1
1191.0,126,1364.0,175.0,0.239,0.38,0.5,0.0073,0.3846,1201.0,0.9524,2.0934,1.0,1.301,0.5,-0.0976,0.3359,1062881.0,1062901.0,124.0,26.0,21.0,14323.0,107,0,1,1.0,0,1,0,0,0,0,1
1202.0,127,1364.0,175.0,0.2185,0.5182,0.6842,0.0095,0.5417,1215.0,0.95,2.0756,1.1139,1.2787,0.3158,-0.1031,0.4089,1127580.0,1127599.0,119.0,24.0,20.0,13662.0,106,0,1,1.0,0,1,0,0,0,0,1
1109.0,126,1360.0,175.0,0.3559,0.4222,0.36,0.0066,0.4286,1118.0,0.9615,2.1139,0.9542,1.3979,0.64,-0.0897,0.374,1170194.0,1170219.0,130.0,21.0,26.0,15147.0,109,0,1,1.0,0,1,0,0,0,0,1
1190.0,127,1362.0,175.0,0.21,0.5235,0.1032,0.0213,0.1266,1219.0,0.9723,3.5892,1.4624,2.4487,0.8968,-0.2039,1.0,1183612.0,1183893.0,3883.0,229.0,289.0,395668.0,78,0,1,1.0,0,1,0,0,0,0,1
1198.0,126,1364.0,175.0,0.2273,0.5211,0.1964,0.0081,0.2619,1209.0,1.0,2.4698,1.0414,1.7482,0.8036,-0.1431,0.8901,1246188.0,1246244.0,295.0,42.0,56.0,32358.0,96,0,1,1.0,0,1,0,0,0,0,1
464.0,198,1387.0,40.0,0.6691,0.3455,0.9091,0.0072,0.7692,474.0,0.9167,1.8573,1.0,1.0414,0.0909,0.4208,0.2173,28542.0,28553.0,72.0,13.0,12.0,13094.0,168,0,1,1.0,0,0,1,0,0,0,1
853.0,207,1387.0,40.0,0.7585,0.25,0.7273,0.0058,0.8889,861.0,1.0,1.8195,0.9031,1.0414,0.2727,0.5237,0.1934,31984.0,31995.0,66.0,9.0,11.0,12872.0,178,0,1,1.0,0,0,1,0,0,0,1
0.0,189,1387.0,40.0,0.0,0.4352,0.75,0.0065,0.9,9.0,1.0,1.7853,0.9542,1.0792,0.25,0.3902,0.215,35152.0,35164.0,61.0,10.0,12.0,10855.0,168,0,1,1.0,0,0,1,0,0,0,1
816.0,206,1387.0,40.0,0.8118,0.1477,0.7273,0.0058,1.0,824.0,1.0,1.8751,0.9031,1.0414,0.2727,0.46,0.1934,40184.0,40195.0,75.0,8.0,11.0,14016.0,157,0,1,1.0,0,0,1,0,0,0,1
827.0,221,1387.0,40.0,0.7844,0.5307,0.2712,0.0115,0.2857,843.0,0.9833,2.6464,1.2041,1.7708,0.7288,0.4058,0.9863,48480.0,48539.0,443.0,56.0,60.0,79713.0,77,0,1,1.0,0,0,1,0,0,0,1
1059.0,213,1387.0,40.0,0.4585,0.1556,0.9,0.0072,1.0,1069.0,1.0,1.8808,1.0,0.9542,-0.1,0.5916,0.1954,117715.0,117724.0,76.0,10.0,9.0,15483.0,195,0,1,0.0,0,0,1,0,0,0,1
259.0,212,1387.0,40.0,0.3735,0.2308,0.8667,0.0094,1.0,272.0,1.0,2.1761,1.1139,1.1761,0.1333,0.4946,0.3285,125025.0,125040.0,150.0,13.0,15.0,28697.0,172,0,1,1.0,0,0,1,0,0,0,1
853.0,236,1387.0,40.0,0.7426,0.5397,0.1863,0.0137,0.322,872.0,0.9808,2.9504,1.2787,2.0086,0.8137,0.5917,1.0,135196.0,135298.0,892.0,59.0,104.0,181730.0,68,0,1,1.0,0,0,1,0,0,0,1
570.0,210,1387.0,40.0,0.8219,0.4518,0.6,0.0108,0.9375,585.0,0.8182,1.8692,1.1761,0.9542,-0.4,0.5909,0.2469,155584.0,155593.0,74.0,16.0,11.0,15069.0,196,0,1,0.0,0,0,1,0,0,0,1
732.0,207,1387.0,40.0,0.9185,0.3131,0.6111,0.013,1.0,750.0,1.0,2.1335,1.2553,1.0414,-0.3889,0.5613,0.3329,177076.0,177087.0,136.0,18.0,11.0,27180.0,192,0,1,0.0,0,0,1,0,0,0,1
1084.0,212,1387.0,40.0,0.4182,0.3609,1.0,0.0094,0.8125,1097.0,0.7647,2.0334,1.1139,1.1139,0.0,0.5799,0.2914,185575.0,185588.0,108.0,16.0,17.0,21840.0,195,0,1,0.5,0,0,1,0,0,0,1
1212.0,188,1387.0,40.0,0.2408,0.2292,0.6667,0.0058,0.6667,1220.0,1.0,1.8692,0.9031,1.0792,0.3333,0.3751,0.2018,198764.0,198776.0,74.0,12.0,12.0,13025.0,163,0,1,1.0,0,0,1,0,0,0,1
857.0,207,1387.0,40.0,0.7527,0.35,0.8,0.0058,1.0,865.0,1.0,1.716,0.9031,1.0,0.2,0.4976,0.1852,211983.0,211993.0,52.0,8.0,10.0,9968.0,178,0,1,1.0,0,0,1,0,0,0,1
852.0,205,1387.0,40.0,0.7599,0.2159,0.7273,0.0058,1.0,860.0,1.0,1.8389,0.9031,1.0414,0.2727,0.4831,0.1934,222646.0,222657.0,69.0,8.0,11.0,13099.0,164,0,1,1.0,0,0,1,0,0,0,1
141.0,198,1387.0,40.0,0.2033,0.3878,0.5,0.005,0.875,148.0,1.0,1.7781,0.8451,1.1461,0.5,0.4569,0.204,236266.0,236280.0,60.0,8.0,14.0,11189.0,178,0,1,1.0,0,0,1,0,0,0,1
716.0,191,1387.0,40.0,0.9575,0.1169,0.6364,0.005,0.875,723.0,1.0,1.8325,0.8451,1.0414,0.3636,0.4504,0.1822,251869.0,251880.0,68.0,8.0,11.0,12624.0,177,0,1,1.0,0,0,1,0,0,0,1
1220.0,174,1387.0,40.0,0.2293,0.0278,0.8889,0.0058,1.0,1228.0,1.0,1.8451,0.9031,0.9542,0.1111,0.2561,0.1773,270702.0,270711.0,70.0,8.0,9.0,11255.0,143,0,1,1.0,0,0,1,0,0,0,1
1028.0,189,1387.0,40.0,0.4831,0.2222,0.8889,0.0173,1.0,1052.0,1.0,2.7024,1.3802,1.4314,0.1111,0.08,0.9093,365905.0,365932.0,504.0,24.0,27.0,69672.0,48,0,1,1.0,0,0,1,0,0,0,1
4.0,174,1387.0,40.0,0.0058,0.2222,0.8,0.0087,1.0,16.0,1.0,2.1461,1.0792,1.1761,0.2,0.1704,0.3068,394965.0,394980.0,140.0,12.0,15.0,20974.0,118,0,1,1.0,0,0,1,0,0,0,1
867.0,181,1387.0,40.0,0.734,0.2448,0.8461,0.0079,1.0,878.0,1.0,2.0334,1.0414,1.1139,0.1539,0.2423,0.257,419960.0,419973.0,108.0,11.0,13.0,17174.0,123,0,1,1.0,0,0,1,0,0,0,1
1279.0,164,1387.0,40.0,0.1427,0.1795,0.6923,0.0065,1.0,1288.0,1.0,1.9823,0.9542,1.1139,0.3077,0.1693,0.2253,435870.0,435883.0,96.0,9.0,13.0,14369.0,128,0,1,1.0,0,0,1,0,0,0,1
951.0,182,1387.0,40.0,0.6143,0.19,1.0,0.0072,0.9091,961.0,1.0,1.9085,1.0,1.0,0.0,0.2839,0.2061,494451.0,494461.0,81.0,11.0,10.0,13311.0,141,0,1,0.5,0,0,1,0,0,0,1
945.0,181,1387.0,40.0,0.6215,0.2273,0.9091,0.0079,0.9167,956.0,1.0,1.9294,1.0414,1.0,-0.0909,0.2905,0.2173,508640.0,508650.0,85.0,12.0,10.0,14041.0,139,0,1,0.0,0,0,1,0,0,0,1
856.0,183,1387.0,40.0,0.7541,0.2083,0.8889,0.0058,0.8,864.0,0.8182,1.7559,0.9031,0.9542,0.1111,0.3498,0.1773,519257.0,519266.0,57.0,10.0,11.0,9848.0,161,0,1,1.0,0,0,1,0,0,0,1
925.0,180,1387.0,40.0,0.6532,0.2424,0.8182,0.0065,1.0,934.0,1.0,1.8751,0.9542,1.0414,0.1818,0.3118,0.2051,552377.0,552388.0,75.0,9.0,11.0,12593.0,150,0,1,1.0,0,0,1,0,0,0,1
919.0,183,1387.0,40.0,0.659,0.2,0.9091,0.0079,1.0,930.0,1.0,1.9445,1.0414,1.0,-0.0909,0.2907,0.2173,561832.0,561842.0,88.0,11.0,10.0,14538.0,134,0,1,0.0,0,0,1,0,0,0,1
919.0,182,1387.0,40.0,0.6619,0.1852,0.75,0.0065,0.9,928.0,0.9231,1.9445,0.9542,1.0792,0.25,0.3146,0.215,578380.0,578392.0,88.0,10.0,13.0,14808.0,148,0,1,1.0,0,0,1,0,0,0,1
933.0,182,1387.0,40.0,0.6446,0.2571,0.7,0.005,0.7778,940.0,1.0,1.716,0.8451,1.0,0.3,0.3307,0.1753,612662.0,612672.0,52.0,9.0,10.0,8857.0,161,0,1,1.0,0,0,1,0,0,0,1
936.0,181,1387.0,40.0,0.6417,0.2121,0.5454,0.0043,0.6667,942.0,1.0,1.716,0.7782,1.0414,0.4545,0.3223,0.1715,625664.0,625675.0,52.0,9.0,11.0,8801.0,159,0,1,1.0,0,0,1,0,0,0,1
936.0,182,1387.0,40.0,0.6388,0.0972,0.8889,0.0058,0.8889,944.0,1.0,1.8129,0.9031,0.9542,0.1111,0.338,0.1773,639848.0,639857.0,65.0,9.0,9.0,11132.0,161,0,1,1.0,0,0,1,0,0,0,1
926.0,180,1387.0,40.0,0.6518,0.3636,0.8182,0.0065,1.0,935.0,1.0,1.7993,0.9542,1.0414,0.1818,0.3043,0.2051,675316.0,675327.0,63.0,9.0,11.0,10518.0,156,0,1,1.0,0,0,1,0,0,0,1
897.0,182,1387.0,40.0,0.6921,0.0818,0.9091,0.0072,0.9091,907.0,1.0,2.0043,1.0,1.0414,0.0909,0.2964,0.2173,898704.0,898715.0,101.0,11.0,11.0,16760.0,148,0,1,1.0,0,0,1,0,0,0,1
892.0,175,1387.0,40.0,0.6979,0.303,0.9167,0.0079,0.9167,903.0,1.0,1.9638,1.0414,1.0792,0.0833,0.2486,0.2432,908164.0,908176.0,92.0,12.0,12.0,14703.0,128,0,1,1.0,0,0,1,0,0,0,1
824.0,181,1387.0,40.0,0.8003,0.1719,1.0,0.0058,0.8889,832.0,1.0,1.7243,0.9031,0.9031,0.0,0.3315,0.1696,928256.0,928264.0,53.0,9.0,8.0,9033.0,158,0,1,0.5,0,0,1,0,0,0,1
732.0,124,1387.0,40.0,0.8565,0.4398,0.8841,0.044,0.5865,793.0,0.6832,3.3725,1.7853,1.8389,0.1159,-0.2254,1.0,78207.0,78276.0,2358.0,104.0,101.0,233778.0,49,0,1,1.0,0,0,1,0,0,0,1
367.0,119,1387.0,40.0,0.5292,0.2957,0.5616,0.0526,0.9125,440.0,0.6721,3.3239,1.8633,1.6128,-0.4384,-0.351,1.0,795618.0,795659.0,2108.0,80.0,61.0,175110.0,6,0,1,0.0,0,0,1,0,0,0,1
476.0,127,1373.0,40.0,0.6934,0.0992,0.7778,0.0102,1.0,490.0,1.0,2.356,1.1461,1.2553,0.2222,-0.2698,0.417,13302.0,13320.0,227.0,14.0,18.0,21216.0,36,0,1,1.0,0,0,1,0,0,0,1
498.0,127,1373.0,40.0,0.7254,0.2007,1.0,0.0124,1.0,515.0,1.0,2.3636,1.2305,1.2305,0.0,-0.2682,0.4779,31041.0,31058.0,231.0,17.0,17.0,21639.0,33,0,1,0.5,0,0,1,0,0,0,1
1147.0,124,1373.0,40.0,0.3074,0.2392,0.8824,0.0109,0.9375,1162.0,1.0,2.2878,1.1761,1.2305,0.1177,-0.2267,0.4219,41184.0,41201.0,194.0,16.0,17.0,19202.0,68,0,1,1.0,0,0,1,0,0,0,1
489.0,129,1373.0,40.0,0.7123,0.2159,0.7143,0.0109,0.8824,504.0,1.0,2.3927,1.1761,1.3222,0.2857,-0.2513,0.5212,55547.0,55568.0,247.0,17.0,21.0,23671.0,43,0,1,1.0,0,0,1,0,0,0,1
236.0,126,1373.0,40.0,0.3438,0.2915,0.6842,0.0095,1.0,249.0,1.0,2.243,1.1139,1.2787,0.3158,-0.1685,0.4089,64701.0,64720.0,175.0,13.0,19.0,18625.0,61,0,1,1.0,0,0,1,0,0,0,1
1314.0,103,1387.0,40.0,0.0779,0.3794,0.3958,0.0137,0.6786,1333.0,0.9796,2.7528,1.2787,1.6812,0.6042,-0.3117,0.9831,3149494.0,3149542.0,566.0,28.0,49.0,49867.0,70,0,1,1.0,0,0,1,0,0,0,1
1614.0,93,1687.0,80.0,0.0581,0.1973,0.7059,0.0142,0.7273,1638.0,0.9714,2.8162,1.3802,1.5315,0.2941,-0.4119,0.9685,676623.0,676657.0,655.0,33.0,35.0,49303.0,54,1,0,1.0,0,0,1,0,0,0,1
19.0,156,1336.0,40.0,0.0284,0.9439,0.0083,0.1123,0.0144,169.0,0.9994,5.1837,2.1761,4.2587,0.9917,-0.4068,1.0,4197607.0,4215748.0,152655.0,10449.0,18152.0,11591414.0,0,0,1,1.0,0,0,1,0,0,0,1
0.0,148,1400.0,40.0,0.0,0.4732,0.9087,0.1643,0.2251,230.0,0.3525,4.4035,2.3617,2.3201,-0.0913,-0.0629,1.0,308503.0,308712.0,25323.0,1022.0,593.0,3037459.0,24,0,1,0.0,0,0,1,0,0,0,1
3.0,148,1402.0,40.0,0.0043,0.5273,0.9227,0.1569,0.1933,223.0,0.34,4.3245,2.3424,2.3075,-0.0773,-0.0545,1.0,333373.0,333576.0,21110.0,1138.0,597.0,2554885.0,21,0,1,0.0,0,0,1,0,0,0,1
0.0,148,1400.0,40.0,0.0,0.4583,0.9289,0.1607,0.2268,225.0,0.3616,4.4061,2.3522,2.3201,-0.0711,-0.061,1.0,344016.0,344225.0,25473.0,992.0,578.0,3061597.0,23,0,1,0.0,0,0,1,0,0,0,1
0.0,143,1404.0,40.0,0.0,0.7612,0.5367,0.3105,0.4022,436.0,0.3441,4.3868,2.6395,2.3692,-0.4633,-0.0588,1.0,407936.0,408170.0,24365.0,1084.0,680.0,2935414.0,22,0,1,0.0,0,0,1,0,0,0,1
0.0,143,1398.0,40.0,0.0,0.5289,0.8839,0.1602,0.1916,224.0,0.2781,4.32,2.3503,2.2967,-0.1161,-0.0543,1.0,418600.0,418798.0,20894.0,1169.0,712.0,2529140.0,18,0,1,0.0,0,0,1,0,0,0,1
0.0,143,1402.0,40.0,0.0,0.8767,0.2452,0.5906,0.6941,828.0,0.2863,4.3165,2.918,2.3075,-0.7548,-0.0577,1.0,468317.0,468520.0,20726.0,1193.0,709.0,2499819.0,25,0,1,0.0,0,0,1,0,0,0,1
1.0,150,1400.0,40.0,0.0014,0.5403,0.9955,0.1579,0.2212,222.0,0.3669,4.3532,2.3444,2.3463,0.0045,-0.0606,1.0,486069.0,486291.0,22554.0,999.0,605.0,2712104.0,27,0,1,1.0,0,0,1,0,0,0,1
0.0,143,1398.0,40.0,0.0,0.5214,0.9238,0.1595,0.2124,223.0,0.3012,4.3422,2.3483,2.3139,-0.0762,-0.0625,1.0,500276.0,500482.0,21987.0,1050.0,684.0,2638402.0,21,0,1,0.0,0,0,1,0,0,0,1
0.0,143,1402.0,40.0,0.0,0.7499,0.5703,0.2739,0.3783,384.0,0.3737,4.323,2.5843,2.3404,-0.4297,-0.0643,1.0,510931.0,511150.0,21036.0,1015.0,586.0,2519511.0,24,0,1,0.0,0,0,1,0,0,0,1
41.0,143,1402.0,40.0,0.0585,0.4854,0.962,0.1262,0.2428,218.0,0.4249,4.2242,2.248,2.2648,0.038,-0.058,1.0,553549.0,553733.0,16759.0,729.0,433.0,2020624.0,24,0,1,1.0,0,0,1,0,0,0,1
41.0,143,1402.0,40.0,0.0585,0.4907,0.9282,0.1291,0.2274,222.0,0.3801,4.2547,2.2577,2.29,0.0718,-0.0681,1.0,564200.0,564395.0,17977.0,796.0,513.0,2144244.0,24,0,1,1.0,0,0,1,0,0,0,1
41.0,143,1400.0,40.0,0.0586,0.8429,0.2594,0.4957,0.8807,735.0,0.3371,4.2929,2.8414,2.2553,-0.7406,-0.0717,1.0,581949.0,582129.0,19629.0,788.0,534.0,2332320.0,22,0,1,0.0,0,0,1,0,0,0,1
41.0,143,1400.0,40.0,0.0586,0.5179,0.8829,0.1293,0.2539,222.0,0.4576,4.2525,2.2577,2.3117,0.1171,-0.058,1.0,592614.0,592819.0,17887.0,713.0,448.0,2156667.0,21,0,1,1.0,0,0,1,0,0,0,1
37.0,150,1398.0,40.0,0.0529,0.6342,0.9912,0.1602,0.2194,261.0,0.3247,4.2676,2.3503,2.3541,0.0088,-0.0589,1.0,652969.0,653195.0,18517.0,1021.0,696.0,2230510.0,25,0,1,1.0,0,0,1,0,0,0,1
41.0,143,1400.0,40.0,0.0586,0.5347,0.8364,0.1279,0.2266,220.0,0.397,4.251,2.2529,2.3304,0.1636,-0.0553,1.0,663618.0,663832.0,17825.0,790.0,539.0,2155523.0,24,0,1,1.0,0,0,1,0,0,0,1
41.0,150,1402.0,40.0,0.0585,0.7906,0.4627,0.296,0.4929,456.0,0.3416,4.2224,2.6181,2.2833,-0.5373,-0.0572,1.0,674290.0,674482.0,16686.0,842.0,562.0,2013557.0,19,0,1,0.0,0,0,1,0,0,0,1
39.0,149,1400.0,40.0,0.0557,0.8817,0.2892,0.4964,0.7505,734.0,0.3401,4.218,2.842,2.3032,-0.7108,-0.0577,1.0,684933.0,685134.0,16521.0,926.0,591.0,1992604.0,21,0,1,0.0,0,0,1,0,0,0,1
41.0,148,1404.0,40.0,0.0584,0.5443,0.8809,0.1318,0.2307,226.0,0.3911,4.2481,2.2672,2.3222,0.1191,-0.0525,1.0,695578.0,695788.0,17706.0,802.0,537.0,2147442.0,24,0,1,1.0,0,0,1,0,0,0,1
39.0,148,1400.0,40.0,0.0557,0.5019,0.9639,0.1336,0.2297,226.0,0.3633,4.257,2.2718,2.2878,0.0361,-0.066,1.0,702679.0,702873.0,18071.0,814.0,534.0,2160349.0,27,0,1,1.0,0,0,1,0,0,0,1
41.0,143,1402.0,40.0,0.0585,0.4678,0.8621,0.1248,0.2052,216.0,0.3794,4.2766,2.243,2.3075,0.1379,-0.0641,1.0,713328.0,713531.0,18908.0,853.0,535.0,2264960.0,24,0,1,1.0,0,0,1,0,0,0,1
43.0,142,1404.0,40.0,0.0613,0.4386,0.9626,0.1332,0.2435,230.0,0.355,4.2764,2.2718,2.2553,-0.0374,-0.0799,1.0,830512.0,830692.0,18896.0,768.0,507.0,2225392.0,22,0,1,0.0,0,0,1,0,0,0,1
41.0,141,1400.0,40.0,0.0586,0.4373,0.9895,0.1364,0.253,232.0,0.3803,4.3078,2.281,2.2765,-0.0105,-0.0767,1.0,844714.0,844903.0,20313.0,755.0,497.0,2400588.0,23,0,1,0.0,0,0,1,0,0,0,1
39.0,143,1398.0,40.0,0.0558,0.5027,0.915,0.1309,0.2629,222.0,0.4167,4.2601,2.2624,2.301,0.085,-0.0747,1.0,855369.0,855569.0,18203.0,696.0,480.0,2155986.0,25,0,1,1.0,0,0,1,0,0,0,1
39.0,142,1400.0,40.0,0.0557,0.5398,0.7936,0.1236,0.2179,212.0,0.4404,4.2395,2.238,2.3385,0.2064,-0.0843,1.0,862475.0,862693.0,17357.0,794.0,495.0,2034432.0,27,0,1,1.0,0,0,1,0,0,0,1
39.0,143,1400.0,40.0,0.0557,0.4881,0.9444,0.1336,0.2497,226.0,0.4108,4.2777,2.2718,2.2967,0.0556,-0.0783,1.0,876673.0,876871.0,18954.0,749.0,482.0,2236201.0,25,0,1,1.0,0,0,1,0,0,0,1
41.0,142,1400.0,40.0,0.0586,0.4094,0.8079,0.1264,0.2458,218.0,0.3049,4.1746,2.248,2.1553,-0.1921,-0.0935,1.0,897989.0,898132.0,14949.0,720.0,469.0,1734628.0,27,0,1,0.0,0,0,1,0,0,0,1
39.0,143,1398.0,40.0,0.0558,0.894,0.2062,0.6209,0.9343,907.0,0.3151,4.2167,2.9385,2.2529,-0.7938,-0.0801,1.0,908650.0,908829.0,16469.0,929.0,568.0,1939163.0,27,0,1,0.0,0,0,1,0,0,0,1
39.0,142,1398.0,40.0,0.0558,0.509,0.9538,0.133,0.2438,225.0,0.4276,4.2507,2.2695,2.29,0.0461,-0.0812,1.0,919301.0,919496.0,17810.0,763.0,456.0,2094532.0,25,0,1,1.0,0,0,1,0,0,0,1
39.0,140,1398.0,40.0,0.0558,0.5215,0.5789,0.0136,0.6333,58.0,0.6875,2.0,1.2787,1.0414,-0.4211,0.0013,0.3494,933630.0,933641.0,100.0,30.0,16.0,12817.0,123,0,1,0.0,0,0,1,0,0,0,1
142.0,134,1400.0,40.0,0.2029,0.5117,0.8621,0.0179,0.3731,167.0,0.617,2.549,1.3979,1.4624,0.1379,-0.0184,0.9437,947849.0,947878.0,354.0,67.0,47.0,44478.0,120,0,1,1.0,0,0,1,0,0,0,1
39.0,141,1398.0,40.0,0.0558,0.365,0.8268,0.128,0.2672,218.0,0.3482,4.2259,2.2529,2.1703,-0.1732,-0.0838,1.0,965451.0,965599.0,16821.0,670.0,425.0,1972773.0,29,0,1,0.0,0,0,1,0,0,0,1
39.0,141,1398.0,40.0,0.0558,0.4025,0.8324,0.128,0.2403,218.0,0.3218,4.2024,2.2529,2.1732,-0.1676,-0.0945,1.0,979651.0,979800.0,15937.0,745.0,463.0,1847157.0,31,0,1,0.0,0,0,1,0,0,0,1
41.0,143,1400.0,40.0,0.0586,0.4924,0.9558,0.1293,0.2394,222.0,0.3689,4.2013,2.2577,2.238,-0.0442,-0.092,1.0,990300.0,990473.0,15896.0,756.0,469.0,1847464.0,22,0,1,0.0,0,0,1,0,0,0,1
41.0,134,1400.0,40.0,0.0586,0.4622,0.8235,0.0121,0.4474,58.0,0.5185,2.1072,1.2305,1.1461,-0.1765,-0.0217,0.3945,997542.0,997556.0,128.0,38.0,27.0,16028.0,120,0,1,0.0,0,0,1,0,0,0,1
41.0,141,1400.0,40.0,0.0586,0.476,0.9448,0.1293,0.2321,222.0,0.3775,4.2101,2.2577,2.233,-0.0553,-0.0955,1.0,1018714.0,1018885.0,16220.0,780.0,453.0,1877827.0,19,0,1,0.0,0,0,1,0,0,0,1
35.0,141,1398.0,40.0,0.0501,0.5,0.9771,0.1252,0.2246,210.0,0.3654,4.175,2.243,2.233,-0.0229,-0.1017,1.0,1029360.0,1029531.0,14963.0,779.0,468.0,1720418.0,22,0,1,0.0,0,0,1,0,0,0,1
41.0,141,1400.0,40.0,0.0586,0.5223,0.9832,0.1257,0.203,217.0,0.3309,4.1775,2.2455,2.2529,0.0168,-0.0907,1.0,1040020.0,1040199.0,15050.0,867.0,541.0,1751637.0,21,0,1,1.0,0,0,1,0,0,0,1
39.0,141,1398.0,40.0,0.0558,0.5345,0.9143,0.1252,0.2394,214.0,0.381,4.115,2.243,2.2041,-0.0857,-0.096,1.0,1050670.0,1050830.0,13033.0,731.0,420.0,1508093.0,29,0,1,0.0,0,0,1,0,0,0,1
41.0,143,1400.0,40.0,0.0586,0.409,0.9483,0.1243,0.2597,215.0,0.4135,4.2296,2.2406,2.2175,-0.0517,-0.09,1.0,1150090.0,1150255.0,16968.0,670.0,399.0,1976551.0,26,0,1,0.0,0,0,1,0,0,0,1
41.0,143,1398.0,40.0,0.0587,0.4957,0.9206,0.1245,0.2119,215.0,0.3795,4.2197,2.2406,2.2765,0.0794,-0.0879,1.0,1157189.0,1157378.0,16584.0,821.0,498.0,1936241.0,25,0,1,1.0,0,0,1,0,0,0,1
43.0,142,1400.0,40.0,0.0614,0.494,0.9884,0.1221,0.2124,214.0,0.3439,4.1752,2.233,2.238,0.0116,-0.0821,1.0,1164302.0,1164475.0,14969.0,805.0,503.0,1758655.0,27,0,1,1.0,0,0,1,0,0,0,1
39.0,141,1400.0,40.0,0.0557,0.5799,0.9459,0.125,0.2174,214.0,0.3678,4.1336,2.243,2.2672,0.054,-0.0929,1.0,1174946.0,1175131.0,13601.0,805.0,503.0,1579135.0,25,0,1,1.0,0,0,1,0,0,0,1
39.0,141,1398.0,40.0,0.0558,0.4841,0.867,0.1238,0.2267,212.0,0.3529,4.1267,2.238,2.1761,-0.1329,-0.0977,1.0,1185602.0,1185752.0,13387.0,763.0,425.0,1546189.0,29,0,1,0.0,0,0,1,0,0,0,1
41.0,141,1400.0,40.0,0.0586,0.5479,0.8762,0.1264,0.2056,218.0,0.387,4.2085,2.248,2.3054,0.1238,-0.097,1.0,1196243.0,1196445.0,16164.0,861.0,522.0,1868220.0,23,0,1,1.0,0,0,1,0,0,0,1
39.0,135,1398.0,40.0,0.0558,0.4762,0.6863,0.025,0.2448,74.0,0.5204,2.9708,1.5441,1.7076,0.3137,-0.0197,0.9999,1206989.0,1207040.0,935.0,143.0,98.0,117325.0,119,0,1,1.0,0,0,1,0,0,0,1
41.0,143,1400.0,40.0,0.0586,0.4844,0.9551,0.1271,0.2058,219.0,0.3288,4.1932,2.2504,2.2304,-0.0449,-0.081,1.0,1221106.0,1221276.0,15601.0,865.0,517.0,1835252.0,23,0,1,0.0,0,0,1,0,0,0,1
41.0,143,1400.0,40.0,0.0586,0.5432,0.7667,0.1286,0.3025,221.0,0.3866,4.0549,2.2553,2.1399,-0.2333,-0.1033,1.0,1228221.0,1228359.0,11348.0,595.0,357.0,1302540.0,27,0,1,0.0,0,0,1,0,0,0,1
39.0,142,1400.0,40.0,0.0557,0.529,0.9358,0.125,0.2199,214.0,0.3912,4.1879,2.243,2.2718,0.0642,-0.0885,1.0,1242405.0,1242592.0,15414.0,796.0,478.0,1798470.0,24,0,1,1.0,0,0,1,0,0,0,1
43.0,140,1400.0,40.0,0.0614,0.5249,0.9942,0.1229,0.2164,215.0,0.3878,4.1453,2.2355,2.233,-0.0058,-0.0886,1.0,1253069.0,1253240.0,13975.0,795.0,441.0,1630309.0,29,0,1,0.0,0,0,1,0,0,0,1
39.0,141,1398.0,40.0,0.0558,0.8268,0.409,0.2868,0.5456,440.0,0.3952,4.0564,2.6031,2.2148,-0.591,-0.0973,1.0,1263724.0,1263888.0,11388.0,735.0,415.0,1315891.0,29,0,1,0.0,0,0,1,0,0,0,1
39.0,141,1400.0,40.0,0.0557,0.5249,0.9314,0.125,0.2472,214.0,0.3844,4.132,2.243,2.2122,-0.0686,-0.0962,1.0,1277926.0,1278089.0,13553.0,708.0,424.0,1567858.0,30,0,1,0.0,0,0,1,0,0,0,1
37.0,142,1396.0,40.0,0.053,0.518,0.9945,0.1297,0.1855,218.0,0.3232,4.196,2.2577,2.2553,-0.0055,-0.0974,1.0,1285016.0,1285196.0,15704.0,976.0,557.0,1814409.0,25,0,1,0.0,0,0,1,0,0,0,1
