NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,NUM_06,NUM_07,NUM_08,NUM_09,NUM_10,NUM_11,NUM_12,NUM_13,NUM_14,NUM_15,NUM_16,CAT_00,CAT_01,CAT_02,target
81,1,0,3551.0,33,132,24.72,145.4,91,10.99,129.3,4,1.4,5.2,109,8.39,186.4,415,0,0,0
87,3,0,4917.0,43,105,28.75,169.1,102,14.44,169.9,10,2.67,9.9,106,11.02,244.9,415,0,0,0
116,2,0,36.0,21,93,38.98,229.3,111,15.68,184.5,3,2.38,8.8,91,7.57,168.2,510,0,0,0
85,4,0,2794.0,39,97,33.52,197.2,115,17.99,211.7,4,2.24,8.3,133,9.45,210.1,415,1,0,0
62,2,33,3313.0,23,84,31.69,186.4,136,17.09,201.0,3,3.0,11.1,103,12.9,286.7,510,0,1,1
90,0,0,2393.0,30,121,12.94,76.1,73,24.68,290.3,3,2.92,10.8,89,10.66,236.9,415,0,0,0
98,2,0,1267.0,42,65,27.68,162.8,109,15.73,185.0,3,1.62,6.0,104,9.88,219.5,415,0,0,0
73,1,0,3523.0,44,115,30.99,182.3,97,16.93,199.2,5,4.86,18.0,113,5.41,120.2,415,0,0,0
107,2,0,4993.0,39,83,33.05,194.4,84,21.06,247.8,7,3.02,11.2,93,11.04,245.4,510,1,0,0
55,2,20,2407.0,30,95,32.18,189.3,113,10.08,118.6,4,3.38,12.5,102,11.26,250.2,408,0,1,0
76,3,22,2068.0,0,107,27.22,160.1,136,14.34,168.7,4,2.57,9.5,102,1.04,23.2,415,0,1,0
30,3,0,4041.0,27,76,24.65,145.0,112,20.46,240.7,4,1.92,7.1,134,8.87,197.1,510,0,0,0
157,4,0,3255.0,3,105,37.52,220.7,127,10.14,119.3,7,3.11,11.5,113,7.43,165.1,415,0,0,0
40,1,31,1266.0,19,69,38.2,224.7,81,11.43,134.5,5,2.03,7.5,104,5.41,120.3,408,0,1,1
72,1,0,1074.0,42,79,24.99,147.0,103,13.8,162.3,4,2.84,10.5,80,7.33,162.9,408,0,0,0
95,1,39,677.0,50,130,44.34,260.8,111,18.14,213.4,5,2.73,10.1,97,8.8,195.6,415,0,1,0
42,0,0,1070.0,12,127,26.42,155.4,45,13.95,164.1,3,2.43,9.0,128,7.1,157.7,415,0,0,0
86,1,0,1983.0,15,112,28.25,166.2,81,21.7,255.3,7,1.46,5.4,97,10.26,228.1,415,0,0,0
131,0,0,4415.0,31,115,36.01,211.8,102,22.14,260.5,7,2.92,10.8,96,6.49,144.2,415,0,0,0
55,4,45,1945.0,9,114,22.19,130.5,94,17.71,208.4,5,2.97,11.0,114,6.37,141.6,510,0,1,1
74,0,0,444.0,26,102,27.66,162.7,105,24.82,292.0,6,2.35,8.7,80,8.25,183.3,415,0,0,0
81,1,37,1836.0,28,76,40.31,237.1,125,22.46,264.2,3,2.13,7.9,120,12.21,271.3,408,1,1,0
81,4,0,977.0,22,102,28.25,166.2,112,18.5,217.6,2,3.56,13.2,68,9.91,220.2,408,0,0,0
28,6,0,1606.0,26,48,20.69,121.7,112,10.69,125.8,2,2.24,8.3,122,11.77,261.6,415,0,0,1
111,0,0,3301.0,1,62,29.99,176.4,124,17.09,201.0,2,3.02,11.2,138,6.77,150.4,510,0,0,0
3,2,27,878.0,33,116,11.46,67.4,78,20.74,244.0,2,3.08,11.4,93,12.65,281.1,510,0,1,0
51,1,0,2365.0,22,129,39.05,229.7,104,28.56,336.0,1,2.59,9.6,128,8.68,192.8,415,0,0,1
68,1,24,1747.0,9,118,29.92,176.0,116,23.62,277.9,7,3.97,14.7,71,7.86,174.7,415,0,1,0
163,0,0,4525.0,34,77,42.11,247.7,108,22.91,269.5,7,2.59,9.6,82,7.53,167.3,408,0,0,1
87,2,0,838.0,16,90,19.62,115.4,68,22.32,262.6,5,3.54,13.1,69,11.06,245.7,510,0,0,0
58,0,0,2478.0,27,95,19.07,112.2,108,17.82,209.6,1,3.75,13.9,78,11.74,260.9,510,0,0,1
109,0,0,4597.0,23,138,27.64,162.6,109,13.09,154.0,4,3.11,11.5,118,9.44,209.7,408,0,0,0
111,4,0,1235.0,39,107,39.0,229.4,99,18.2,214.1,6,2.81,10.4,95,13.03,289.6,415,0,0,0
144,2,0,4718.0,44,96,23.73,139.6,93,10.56,124.2,4,4.05,15.0,75,4.3,95.6,415,0,0,0
135,5,0,2562.0,37,66,44.85,263.8,116,21.36,251.3,2,2.27,8.4,112,9.0,200.1,415,0,0,1
109,4,46,3183.0,40,123,36.98,217.5,84,19.86,233.7,3,2.43,9.0,99,7.38,163.9,415,0,1,0
107,1,14,3272.0,14,132,19.43,114.3,91,16.98,199.8,8,2.03,7.5,74,8.76,194.7,415,0,1,0
149,2,0,688.0,35,108,33.37,196.3,96,11.63,136.8,3,2.08,7.7,87,6.96,154.7,408,0,0,0
56,1,0,3857.0,19,95,43.04,253.2,116,15.98,188.0,4,1.19,4.4,133,6.39,142.0,510,0,0,0
129,0,0,2828.0,37,99,16.66,98.0,62,20.46,240.7,4,2.84,10.5,123,11.47,254.8,408,0,0,0
92,0,0,1507.0,4,118,42.4,249.4,95,17.98,211.5,3,2.46,9.1,116,7.61,169.0,408,0,0,0
67,1,30,3434.0,49,107,22.03,129.6,104,19.81,233.0,5,3.92,14.5,93,13.37,297.0,415,0,1,0
120,0,0,3862.0,46,106,37.62,221.3,98,22.75,267.6,7,2.51,9.3,80,5.02,111.5,415,0,0,0
166,1,0,2992.0,13,106,37.52,220.7,118,15.11,177.8,9,3.35,12.4,102,9.27,206.1,415,0,0,0
66,1,0,1107.0,37,76,14.89,87.6,111,22.27,262.0,5,2.48,9.2,125,8.31,184.6,408,0,0,0
76,0,0,1785.0,10,61,34.61,203.6,127,13.74,161.7,3,2.27,8.4,97,7.92,175.9,408,0,0,0
79,2,0,4642.0,21,110,36.31,213.6,121,19.97,234.9,3,2.38,8.8,157,10.33,229.6,415,0,0,0
98,2,31,3548.0,11,112,30.87,181.6,100,18.76,220.7,4,3.48,12.9,121,10.63,236.3,415,0,1,0
141,1,22,2197.0,3,123,36.62,215.4,98,27.94,328.7,6,2.11,7.8,89,7.22,160.5,510,0,1,0
49,2,0,3487.0,44,90,45.27,266.3,117,17.66,207.8,2,3.78,14.0,98,9.23,205.0,415,0,0,1
46,3,0,2764.0,12,111,33.86,199.2,83,14.88,175.1,2,2.75,10.2,84,9.48,210.6,510,0,0,0
137,3,0,2340.0,6,130,19.55,115.0,83,11.71,137.8,4,1.97,7.3,61,10.08,224.0,415,0,0,0
171,1,0,4834.0,47,69,45.99,270.5,112,19.55,230.0,5,2.59,9.6,111,6.12,136.0,408,0,0,1
10,1,0,1311.0,45,127,37.77,222.2,125,13.01,153.1,4,3.48,12.9,80,10.23,227.4,415,0,0,0
88,3,0,2384.0,5,78,10.52,61.9,114,22.32,262.6,2,2.38,8.8,110,9.56,212.5,510,0,0,0
89,2,0,2843.0,18,92,23.99,141.1,126,21.17,249.1,2,2.92,10.8,73,6.12,136.0,415,0,0,0
82,3,0,3571.0,43,81,32.16,189.2,117,15.67,184.4,5,2.86,10.6,83,11.51,255.8,415,0,0,1
139,3,0,212.0,41,135,33.32,196.0,146,15.81,186.0,1,2.65,9.8,92,6.89,153.0,510,0,0,0
87,0,0,1033.0,45,119,29.17,171.6,107,17.43,205.0,4,3.73,13.8,114,7.68,170.6,415,0,0,0
137,2,0,3212.0,34,123,29.58,174.0,115,13.71,161.3,3,3.08,11.4,98,11.73,260.7,415,1,0,0
45,1,0,3747.0,47,106,13.36,78.6,110,15.92,187.3,5,2.0,7.4,111,8.29,184.2,510,0,0,1
90,1,0,4926.0,48,92,34.15,200.9,91,13.97,164.3,7,2.4,8.9,98,11.21,249.0,415,0,0,0
103,1,0,2973.0,42,123,24.02,141.3,87,21.56,253.6,2,1.73,6.4,96,9.71,215.8,415,0,0,0
100,2,0,3209.0,6,130,40.09,235.8,69,14.96,176.0,1,1.97,7.3,122,2.86,63.6,415,0,0,0
110,3,0,422.0,47,100,31.47,185.1,88,14.03,165.1,4,1.7,6.3,104,5.02,111.6,510,0,0,0
124,2,0,2245.0,30,113,43.23,254.3,104,6.71,78.9,2,3.19,11.8,69,6.89,153.2,415,0,0,0
10,2,0,2442.0,26,103,31.11,183.0,77,18.26,214.8,6,2.35,8.7,73,9.29,206.4,510,0,0,0
89,2,29,4906.0,29,80,27.8,163.5,136,23.36,274.8,5,2.03,7.5,147,17.19,381.9,415,0,1,0
121,2,0,3375.0,47,98,35.34,207.9,96,17.89,210.5,2,2.08,7.7,114,4.93,109.6,408,0,0,0
101,3,0,1325.0,48,102,42.26,248.6,93,14.87,174.9,3,1.65,6.1,86,9.32,207.2,415,0,0,0
103,2,31,556.0,2,105,31.52,185.4,126,16.8,197.6,4,3.92,14.5,110,6.62,147.1,415,0,1,0
51,1,0,1208.0,48,60,33.63,197.8,64,18.79,221.0,5,2.4,8.9,134,7.59,168.6,408,0,0,0
2,2,0,4652.0,8,42,22.46,132.1,88,11.81,138.9,1,2.46,9.1,119,8.67,192.6,415,1,0,1
111,0,0,3399.0,30,117,33.51,197.1,128,19.36,227.8,11,2.51,9.3,101,9.63,214.0,510,0,0,0
118,2,0,3380.0,45,112,26.28,154.6,105,15.66,184.2,5,3.4,12.6,102,9.78,217.4,415,0,0,0
17,6,31,2854.0,42,115,26.03,153.1,59,15.8,185.9,1,2.7,10.0,102,10.09,224.3,510,0,1,1
130,2,0,3243.0,45,119,35.9,211.2,120,19.64,231.1,9,1.7,6.3,80,9.94,220.9,408,0,0,0
193,2,0,4434.0,13,92,16.46,96.8,103,12.12,142.6,5,2.94,10.9,115,9.45,210.1,415,0,0,1
114,1,0,836.0,42,145,29.24,172.0,101,23.49,276.4,9,2.73,10.1,100,8.72,193.7,510,0,0,0
137,2,0,2241.0,3,91,23.99,141.1,100,12.51,147.2,7,2.16,8.0,75,11.46,254.7,415,0,0,0
185,2,29,4982.0,26,121,25.69,151.1,88,20.8,244.7,2,3.73,13.8,91,6.95,154.4,408,0,1,0
101,3,0,4065.0,36,107,35.63,209.6,96,19.45,228.8,2,2.05,7.6,85,7.76,172.4,408,0,0,0
95,3,32,3414.0,13,109,41.99,247.0,91,10.68,125.6,4,2.84,10.5,90,10.19,226.5,415,0,1,0
7,1,30,1503.0,33,114,37.64,221.4,116,14.09,165.8,12,2.92,10.8,105,11.12,247.0,408,0,1,0
126,1,0,2722.0,16,99,54.62,321.3,93,14.27,167.9,4,2.16,8.0,106,8.71,193.6,408,0,0,1
71,0,0,4334.0,50,124,41.43,243.7,90,5.1,60.0,2,3.05,11.3,129,8.5,189.0,415,0,0,0
124,3,0,1617.0,25,85,42.76,251.5,98,18.21,214.2,6,3.0,11.1,71,8.37,186.1,415,0,0,0
97,0,0,979.0,50,107,40.27,236.9,105,13.4,157.6,2,1.97,7.3,120,10.85,241.0,510,1,0,1
28,2,0,1020.0,43,79,27.15,159.7,131,18.42,216.7,3,2.51,9.3,116,9.3,206.7,415,0,0,0
90,4,0,2456.0,47,96,25.19,148.2,111,18.73,220.4,1,2.48,9.2,97,6.04,134.2,415,1,0,1
190,1,0,2731.0,11,86,25.65,150.9,129,22.83,268.6,1,3.97,14.7,73,8.1,179.9,408,0,0,0
31,1,28,3605.0,14,101,35.79,210.5,86,21.29,250.5,2,3.11,11.5,125,10.87,241.6,415,0,1,0
52,2,24,1545.0,0,71,29.05,170.9,80,17.12,201.4,5,1.11,4.1,124,7.15,159.0,415,0,1,0
73,0,0,710.0,20,80,43.3,254.7,79,7.67,90.2,8,2.86,10.6,60,6.9,153.4,510,0,0,0
111,0,0,3151.0,19,89,48.35,284.4,113,13.35,157.0,8,2.27,8.4,91,10.93,242.8,415,0,0,1
98,4,0,3373.0,41,0,0.0,0.0,130,13.57,159.6,1,1.84,6.8,88,7.52,167.1,415,0,0,1
106,1,0,4008.0,38,45,22.73,133.7,107,15.96,187.8,2,2.89,10.7,89,8.19,181.9,408,1,0,1
111,0,0,583.0,27,117,38.23,224.9,127,16.31,191.9,3,2.78,10.3,97,10.35,229.9,408,0,0,0
59,1,0,1592.0,46,98,25.81,151.8,92,17.84,209.9,5,3.21,11.9,86,12.01,266.9,408,0,0,0
71,2,22,3963.0,17,107,24.04,141.4,105,13.86,163.0,3,1.51,5.6,99,9.9,220.0,510,0,1,0
55,0,0,1595.0,47,124,48.57,285.7,106,19.63,230.9,7,4.0,14.8,140,10.38,230.7,408,0,0,1
13,1,0,3204.0,18,121,9.93,58.4,64,22.29,262.2,5,3.21,11.9,115,7.15,159.0,415,0,0,0
136,0,16,1674.0,47,105,15.37,90.4,109,17.11,201.3,4,3.54,13.1,115,10.22,227.1,415,0,1,0
123,0,0,2802.0,21,91,19.45,114.4,123,18.41,216.6,3,2.97,11.0,102,11.28,250.6,408,0,0,0
105,2,0,4135.0,48,103,25.11,147.7,78,18.93,222.7,3,3.46,12.8,102,7.36,163.5,408,0,0,0
50,3,31,154.0,43,93,51.46,302.7,119,20.44,240.5,14,3.67,13.6,103,8.73,193.9,408,0,1,0
118,1,0,242.0,12,120,23.14,136.1,103,17.36,204.2,4,3.05,11.3,90,10.27,228.2,415,0,0,0
97,3,0,3057.0,3,84,28.85,169.7,86,14.1,165.9,6,3.46,12.8,83,8.64,191.9,408,0,0,0
51,0,0,522.0,28,89,38.62,227.2,106,16.52,194.4,2,4.02,14.9,126,10.95,243.4,510,0,0,0
73,1,0,4568.0,46,91,37.03,217.8,97,18.75,220.6,6,2.78,10.3,89,12.48,277.3,415,0,0,1
35,2,0,1161.0,11,102,21.11,124.2,115,10.53,123.9,8,3.54,13.1,100,6.11,135.7,415,0,0,0
64,1,0,2993.0,50,76,35.05,206.2,76,19.75,232.4,2,3.67,13.6,96,11.32,251.6,415,0,0,0
63,3,0,103.0,49,122,22.59,132.9,62,5.7,67.0,2,2.67,9.9,121,7.22,160.4,510,0,0,0
117,3,31,3474.0,36,115,17.83,104.9,125,20.2,237.6,6,2.08,7.7,104,11.85,263.4,415,0,1,0
115,1,0,620.0,6,97,41.65,245.0,75,21.31,250.7,8,3.7,13.7,124,12.16,270.2,415,0,0,1
162,1,0,3689.0,44,118,31.37,184.5,95,19.04,224.0,3,3.13,11.6,82,8.12,180.5,408,0,0,0
89,3,0,4286.0,34,66,15.22,89.5,104,15.24,179.3,1,3.32,12.3,116,10.13,225.1,415,0,0,0
94,1,0,2982.0,45,131,40.05,235.6,107,16.56,194.8,4,2.32,8.6,93,7.68,170.6,415,1,0,0
129,4,0,1511.0,46,127,31.62,186.0,96,22.3,262.3,6,3.11,11.5,63,4.45,98.9,408,0,0,0
86,1,0,340.0,41,75,38.06,223.9,109,13.23,155.7,9,1.97,7.3,143,6.76,150.2,415,0,0,0
96,1,0,1667.0,38,125,30.52,179.5,139,13.8,162.3,2,1.78,6.6,133,11.9,264.5,510,0,0,0
190,1,0,3339.0,28,102,28.8,169.4,113,21.55,253.5,5,2.4,8.9,93,8.87,197.1,415,0,0,0
80,1,0,2425.0,6,90,20.08,118.1,77,12.27,144.3,6,2.21,8.2,86,10.13,225.1,408,0,0,0
108,4,0,3767.0,40,105,19.04,112.0,110,16.46,193.7,4,1.11,4.1,93,9.4,208.9,415,0,0,1
97,0,32,532.0,22,129,28.63,168.4,97,19.2,225.9,7,2.3,8.5,95,8.63,191.8,408,0,1,0
84,0,42,3982.0,46,112,36.43,214.3,107,16.0,188.2,10,3.05,11.3,117,15.01,333.5,415,0,1,0
65,4,0,4075.0,35,139,41.77,245.7,113,20.56,241.9,5,1.13,4.2,117,12.84,285.3,415,0,0,1
131,1,34,1961.0,46,134,26.62,156.6,95,6.04,71.0,10,3.62,13.4,120,11.78,261.7,415,0,1,0
58,1,43,4052.0,14,96,24.28,142.8,100,23.15,272.3,4,2.4,8.9,105,8.7,193.4,415,1,1,0
36,3,0,453.0,24,115,34.41,202.4,115,19.61,230.7,2,2.75,10.2,127,9.09,202.0,415,0,0,0
54,1,0,1957.0,48,119,19.86,116.8,123,10.46,123.1,2,3.24,12.0,101,9.79,217.5,415,0,0,0
45,1,0,4507.0,31,110,26.47,155.7,103,22.13,260.3,1,2.97,11.0,98,8.65,192.2,510,0,0,0
125,2,39,2766.0,10,107,40.14,236.1,110,24.58,289.2,4,2.46,9.1,107,7.89,175.4,415,0,1,0
72,2,21,4790.0,46,113,23.48,138.1,83,22.11,260.1,2,2.21,8.2,118,6.09,135.4,415,0,1,0
141,3,0,2086.0,6,108,8.82,51.9,83,13.77,162.0,3,2.73,10.1,115,10.06,223.5,408,0,0,0
113,0,0,732.0,3,116,13.82,81.3,124,18.75,220.6,3,2.4,8.9,113,10.61,235.7,510,0,0,0
20,0,35,361.0,41,98,29.16,171.5,127,13.01,153.1,3,1.92,7.1,125,7.45,165.6,415,0,1,0
212,1,0,2043.0,6,96,21.42,126.0,80,12.27,144.3,3,2.05,7.6,102,13.63,302.8,415,0,0,0
99,4,0,3672.0,15,127,33.52,197.2,92,13.26,156.0,6,2.67,9.9,99,9.18,204.1,415,1,0,0
94,1,0,2117.0,35,62,33.0,194.1,54,19.31,227.2,4,4.13,15.3,115,8.57,190.4,510,0,0,0
40,1,0,2682.0,34,105,19.67,115.7,113,10.86,127.8,6,2.51,9.3,91,4.84,107.5,510,0,0,0
86,3,29,1542.0,29,118,26.72,157.2,136,16.69,196.3,5,2.27,8.4,109,10.2,226.7,510,0,1,0
101,3,0,4534.0,36,85,45.85,269.7,86,17.65,207.6,15,1.22,4.5,107,9.64,214.2,415,0,0,1
170,0,0,2028.0,27,107,41.89,246.4,124,19.39,228.1,8,2.46,9.1,95,7.49,166.4,415,0,0,0
105,1,0,3484.0,11,121,38.66,227.4,89,22.82,268.5,4,3.51,13.0,82,6.45,143.3,510,0,0,0
103,0,0,2144.0,44,110,32.27,189.8,83,9.82,115.5,4,3.29,12.2,103,8.61,191.3,415,0,0,0
140,4,27,4469.0,20,124,32.11,188.9,102,13.68,160.9,5,3.11,11.5,100,8.9,197.7,415,1,1,0
101,1,0,4556.0,46,0,0.0,0.0,119,16.33,192.1,4,1.94,7.2,95,7.6,168.8,510,0,0,0
98,1,19,2280.0,43,87,18.79,110.5,97,19.36,227.8,4,2.97,11.0,84,10.96,243.6,408,0,1,0
104,4,0,4889.0,3,116,28.49,167.6,112,18.63,219.2,2,3.16,11.7,94,9.72,215.9,408,0,0,0
115,3,0,2088.0,45,90,22.44,132.0,75,16.79,197.5,0,0.0,0.0,114,7.91,175.8,415,0,0,0
112,0,0,4755.0,48,88,28.53,167.8,81,21.07,247.9,4,3.21,11.9,108,6.98,155.1,408,0,0,0
70,1,0,4965.0,29,86,36.28,213.4,77,17.4,204.7,4,1.54,5.7,101,11.55,256.6,415,0,0,0
126,0,0,2460.0,17,120,29.82,175.4,71,8.36,98.3,1,2.86,10.6,93,9.09,201.9,510,0,0,0
87,3,39,208.0,33,113,14.04,82.6,63,19.07,224.4,1,2.57,9.5,88,7.36,163.6,510,0,1,0
125,4,0,2038.0,26,80,24.34,143.2,94,7.49,88.1,7,2.38,8.8,135,10.49,233.2,510,0,0,1
86,1,0,2104.0,24,139,21.34,125.5,93,22.93,269.8,8,2.4,8.9,110,10.61,235.8,415,0,0,0
73,6,31,4475.0,25,105,13.99,82.3,91,21.77,256.1,2,3.19,11.8,98,10.33,229.6,415,0,1,1
232,1,0,3098.0,32,104,28.15,165.6,115,16.65,195.9,3,3.19,11.8,77,5.32,118.3,408,0,0,0
1,0,30,4910.0,31,95,31.13,183.1,110,19.77,232.6,2,2.27,8.4,110,11.17,248.3,415,0,1,0
133,1,0,3848.0,30,91,27.56,162.1,94,18.03,212.1,5,3.29,12.2,78,11.72,260.4,408,0,0,0
103,1,0,2675.0,27,84,28.32,166.6,91,16.35,192.4,6,2.08,7.7,115,7.56,167.9,510,0,0,0
131,1,24,1364.0,26,60,23.1,135.9,78,19.82,233.2,4,2.54,9.4,121,9.48,210.6,415,0,1,0
95,0,20,4154.0,41,78,28.17,165.7,94,18.33,215.6,6,2.65,9.8,91,10.95,243.3,408,0,1,0
182,1,0,3354.0,45,90,29.94,176.1,106,14.87,174.9,4,2.62,9.7,134,10.56,234.7,415,0,0,0
99,0,0,2728.0,18,89,24.19,142.3,95,17.38,204.5,1,2.46,9.1,114,9.14,203.1,510,0,0,0
27,3,0,3720.0,33,121,30.19,177.6,92,25.23,296.8,3,2.05,7.6,106,8.68,192.9,510,0,0,0
141,1,0,604.0,0,74,14.14,83.2,104,16.2,190.6,7,2.89,10.7,79,6.77,150.5,408,0,0,0
29,2,37,3639.0,35,101,39.95,235.0,79,15.58,183.3,7,1.54,5.7,106,6.29,139.8,415,1,1,0
65,2,0,3247.0,32,95,17.97,105.7,100,12.05,141.8,12,1.78,6.6,105,8.12,180.5,415,0,0,0
81,3,0,3445.0,22,68,25.4,149.4,98,14.61,171.9,3,4.83,17.9,97,9.65,214.5,415,1,0,1
37,0,20,1750.0,23,81,45.0,264.7,110,18.4,216.5,7,2.81,10.4,102,9.48,210.7,415,0,1,0
107,1,31,4441.0,50,45,27.25,160.3,70,18.83,221.5,1,1.51,5.6,109,11.77,261.6,510,0,1,0
127,1,28,4484.0,50,117,16.3,95.9,131,13.56,159.5,3,2.81,10.4,132,6.88,152.8,415,1,1,0
78,0,0,2347.0,47,77,23.92,140.7,114,16.59,195.2,5,3.16,11.7,107,11.38,252.9,408,0,0,0
55,2,0,616.0,32,148,20.35,119.7,96,19.7,231.8,2,1.24,4.6,113,10.0,222.3,510,0,0,0
86,2,30,2894.0,45,84,16.98,99.9,125,22.4,263.5,7,2.65,9.8,90,11.46,254.7,415,0,1,0
176,2,0,3886.0,39,108,42.65,250.9,100,14.57,171.4,6,2.59,9.6,85,6.69,148.6,415,0,0,0
96,2,0,4384.0,1,117,34.1,200.6,120,24.61,289.5,5,3.02,11.2,95,4.42,98.3,415,1,0,0
11,1,38,4849.0,49,130,35.67,209.8,84,16.71,196.6,7,1.89,7.0,79,10.49,233.0,510,0,1,0
48,1,34,2077.0,49,70,33.66,198.0,121,23.26,273.7,4,2.05,7.6,71,9.81,217.9,415,0,1,0
127,1,0,1888.0,31,107,40.77,239.8,121,10.96,128.9,5,3.05,11.3,110,11.25,249.9,510,0,0,0
63,0,0,2443.0,42,75,27.97,164.5,118,12.57,147.9,2,3.02,11.2,97,11.37,252.7,415,0,0,0
79,1,0,554.0,22,107,37.55,220.9,97,16.34,192.2,2,3.29,12.2,74,7.25,161.0,510,0,0,0
47,2,37,1226.0,44,150,19.18,112.8,97,20.73,243.9,6,3.56,13.2,112,8.04,178.7,408,0,1,0
89,0,19,2752.0,14,114,19.14,112.6,132,22.24,261.7,2,3.0,11.1,116,5.56,123.5,415,1,1,1
83,1,26,317.0,22,117,38.49,226.4,97,19.95,234.7,7,2.92,10.8,82,6.01,133.6,510,0,1,0
126,4,34,2631.0,48,118,41.63,244.9,105,18.67,219.6,6,2.62,9.7,136,9.49,210.8,415,1,1,0
60,2,0,1397.0,28,99,34.54,203.2,131,20.04,235.8,6,4.08,15.1,112,10.12,224.9,510,0,0,0
122,0,0,3078.0,46,115,23.24,136.7,137,20.66,243.1,4,2.32,8.6,110,8.5,188.9,415,0,0,0
136,1,0,3983.0,47,97,25.94,152.6,85,17.76,208.9,10,1.35,5.0,99,5.36,119.1,408,0,0,0
172,1,47,193.0,27,102,46.73,274.9,118,15.86,186.6,2,2.38,8.8,123,11.03,245.0,408,0,1,0
102,1,0,3310.0,21,116,33.27,195.7,87,17.77,209.1,3,2.24,8.3,73,9.05,201.1,510,0,0,1
113,1,0,4147.0,41,82,34.73,204.3,115,16.05,188.8,7,2.48,9.2,97,6.27,139.4,415,1,0,0
79,3,0,1698.0,49,99,37.79,222.3,82,12.43,146.2,4,2.4,8.9,82,12.4,275.6,415,0,0,0
55,1,8,203.0,13,104,37.83,222.5,94,14.58,171.5,2,2.62,9.7,114,16.99,377.5,510,0,1,0
111,2,28,2078.0,18,104,21.9,128.8,52,13.37,157.3,2,2.78,10.3,76,6.63,147.4,415,0,1,0
160,0,0,443.0,10,105,29.63,174.3,107,14.56,171.3,2,2.24,8.3,131,9.94,220.8,415,0,0,0
110,4,0,3718.0,9,110,41.23,242.5,140,13.8,162.3,3,2.11,7.8,86,8.28,184.1,415,0,0,0
192,4,0,2258.0,5,101,37.67,221.6,50,24.24,285.2,6,3.43,12.7,83,7.53,167.4,415,0,0,0
93,0,0,419.0,33,100,19.43,114.3,103,18.79,221.1,9,2.94,10.9,88,5.68,126.3,408,0,0,0
101,2,33,2503.0,15,137,37.35,219.7,94,15.88,186.8,2,2.57,9.5,113,8.3,184.5,415,0,1,0
77,2,0,2073.0,45,136,24.63,144.9,115,12.86,151.3,3,3.32,12.3,73,11.36,252.4,510,0,0,0
105,2,40,3563.0,44,111,40.21,236.5,110,9.95,117.0,3,2.19,8.1,115,9.95,221.1,415,0,1,0
133,2,44,3728.0,44,80,29.58,174.0,113,17.8,209.4,7,3.81,14.1,87,10.08,224.1,408,0,1,1
131,1,0,3061.0,24,95,18.62,109.5,48,28.23,332.1,7,1.78,6.6,108,11.64,258.6,408,0,0,0
106,1,33,127.0,6,120,13.87,81.6,85,20.03,235.6,4,2.67,9.9,113,6.79,150.9,510,0,1,0
118,1,0,4808.0,11,113,22.68,133.4,92,10.29,121.0,4,1.59,5.9,129,11.46,254.7,415,0,0,0
125,1,0,1156.0,20,94,23.31,137.1,83,17.83,209.8,4,2.32,8.6,114,10.73,238.4,408,0,0,0
95,0,0,2049.0,45,88,33.49,197.0,68,16.18,190.4,8,4.35,16.1,104,9.54,211.9,415,0,0,0
80,3,0,1802.0,26,160,33.68,198.1,87,13.32,156.7,3,2.51,9.3,76,8.19,182.1,415,0,0,0
145,0,0,2591.0,40,78,6.72,39.5,106,22.47,264.3,6,2.7,10.0,90,8.36,185.8,408,0,0,0
37,2,0,4241.0,5,107,33.92,199.5,110,17.64,207.5,4,2.19,8.1,123,3.78,83.9,408,0,0,0
87,1,0,2251.0,13,93,26.66,156.8,68,18.34,215.8,6,2.05,7.6,77,10.05,223.3,415,0,0,0
69,3,0,3220.0,1,85,31.18,183.4,100,20.2,237.6,5,2.43,9.0,94,10.26,228.0,415,0,0,0
83,1,0,2683.0,5,120,22.51,132.4,101,10.34,121.6,2,2.32,8.6,84,8.9,197.7,510,0,0,0
195,0,0,1475.0,44,108,10.74,63.2,88,18.72,220.2,3,1.38,5.1,99,8.28,184.0,415,0,0,0
67,0,35,4557.0,8,59,30.79,181.1,116,18.35,215.9,4,4.56,16.9,106,9.73,216.3,415,1,1,1
75,3,27,2325.0,35,102,19.98,117.5,127,17.58,206.8,7,1.13,4.2,114,8.75,194.4,510,0,1,0
123,0,27,336.0,39,79,37.18,218.7,78,13.89,163.4,1,4.05,15.0,116,7.82,173.8,415,0,1,0
41,1,41,4637.0,9,95,35.24,207.3,120,11.67,137.3,3,1.59,5.9,74,5.21,115.7,415,0,1,0
75,0,0,707.0,35,99,25.6,150.6,83,25.63,301.5,5,2.19,8.1,104,7.14,158.7,415,0,0,0
76,1,0,3829.0,20,66,46.46,273.3,121,22.41,263.6,7,3.24,12.0,84,7.43,165.2,415,1,0,1
86,1,0,3562.0,14,120,45.24,266.1,92,15.47,182.0,4,2.78,10.3,103,9.29,206.5,415,1,0,0
140,0,0,485.0,38,89,19.18,112.8,65,13.32,156.7,6,4.4,16.3,85,11.23,249.6,408,0,0,0
70,3,0,1287.0,3,112,17.8,104.7,104,6.99,82.2,7,4.27,15.8,110,7.62,169.4,415,0,0,0
121,0,35,999.0,30,62,32.95,193.8,97,16.8,197.6,4,1.59,5.9,95,9.85,218.8,510,0,1,0
112,1,0,4112.0,39,102,28.66,168.6,117,25.33,298.0,5,2.65,9.8,110,8.76,194.7,415,0,0,0
