NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,CAT_00,CAT_01,CAT_02,target
16,0.0,1.0,20.0,4,2.0,0,0,91.0,0
11,10.0,6.0,17.0,17,2.0,0,0,91.0,0
20,10.0,6.0,26.0,21,2.0,0,0,91.0,0
0,19.0,1.0,20.0,15,2.0,0,0,91.0,0
14,17.0,8.0,6.0,10,2.0,0,0,91.0,0
1,52.0,7.0,34.0,22,2.0,0,0,91.0,0
7,23.0,2.0,14.0,8,2.0,0,0,91.0,0
18,13.0,7.0,19.0,13,2.0,0,0,91.0,0
2,21.0,3.0,20.0,26,2.0,0,0,91.0,1
12,16.0,4.0,13.0,6,2.0,0,0,91.0,0
25,34.0,12.0,14.0,23,2.0,0,0,91.0,0
24,20.0,5.0,13.0,19,2.0,0,0,91.0,0
3,7.0,2.0,30.0,9,2.0,0,2,91.0,0
27,33.0,2.0,31.0,5,2.0,0,0,91.0,1
22,20.0,14.0,6.0,16,3.0,0,0,91.0,0
3,13.0,3.5,14.0,4,3.0,0,0,91.0,1
27,34.0,9.0,0.0,21,3.0,0,0,91.0,0
14,13.0,2.0,17.0,7,3.0,0,0,91.0,1
25,14.0,3.0,17.0,15,3.0,0,0,91.0,1
5,0.0,3.0,24.0,20,3.0,0,0,91.0,0
18,17.0,1.5,20.0,2,3.0,0,0,91.0,1
8,15.0,3.5,13.0,26,3.0,0,0,91.0,0
23,10.0,2.0,13.0,0,3.0,0,0,91.0,0
12,16.0,7.5,0.0,10,3.0,0,0,91.0,0
6,16.0,6.0,10.0,24,3.0,0,0,91.0,0
1,23.0,8.0,20.0,19,3.0,0,0,91.0,1
17,24.0,3.0,7.0,13,3.0,0,2,91.0,0
9,17.0,4.0,7.0,11,3.0,0,0,91.0,0
9,20.0,12.5,24.0,16,4.0,0,0,91.0,1
1,17.0,8.0,10.0,26,4.0,0,0,91.0,1
6,27.0,9.0,19.0,23,4.0,0,0,91.0,0
7,33.0,1.5,24.0,10,4.0,0,0,91.0,1
11,20.0,8.0,13.0,24,4.0,0,0,91.0,0
12,17.0,2.0,21.0,0,4.0,0,0,91.0,1
14,16.0,7.5,13.0,8,4.0,0,0,91.0,0
17,26.0,3.0,0.0,15,4.0,0,0,91.0,0
18,13.0,12.5,10.0,4,4.0,0,0,91.0,0
20,23.0,3.0,14.0,22,4.0,0,0,91.0,0
25,27.0,8.5,10.0,13,4.0,0,0,91.0,0
27,34.0,4.0,27.0,3,4.0,0,0,91.0,1
21,9.0,1.0,17.0,5,4.0,0,2,91.0,0
2,19.0,8.0,13.0,19,4.0,1,0,91.0,0
21,24.0,7.5,10.0,16,5.0,0,0,91.0,0
1,35.0,7.5,20.0,2,5.0,0,0,91.0,0
7,31.0,5.0,3.0,26,5.0,0,0,91.0,0
11,14.0,4.5,13.0,23,5.0,0,0,91.0,1
13,23.0,4.0,21.0,8,5.0,0,0,91.0,0
14,23.0,3.0,41.0,19,5.0,0,0,91.0,1
18,16.0,2.5,21.0,5,5.0,0,0,91.0,1
17,27.0,1.5,6.0,0,5.0,0,0,91.0,1
25,6.0,1.5,12.0,12,5.0,0,0,91.0,1
24,31.0,7.0,3.0,10,5.0,0,0,91.0,0
15,6.0,5.0,13.0,6,5.0,0,2,91.0,0
27,23.0,6.0,0.0,20,5.0,0,0,91.0,0
14,20.0,6.5,10.0,16,6.0,0,0,91.0,1
9,42.0,7.5,14.0,6,6.0,0,0,91.0,0
5,20.0,2.5,17.0,8,6.0,0,0,91.0,1
7,24.0,3.0,20.0,15,6.0,0,0,91.0,0
19,17.0,1.5,14.0,4,6.0,0,0,91.0,1
20,13.0,4.0,14.0,26,6.0,0,0,91.0,1
3,7.0,3.0,13.0,24,6.0,0,0,91.0,0
27,20.0,2.5,7.0,2,6.0,0,0,91.0,1
18,20.0,9.5,9.0,21,6.0,0,0,91.0,0
12,13.0,7.5,21.0,23,6.0,0,0,91.0,0
22,21.0,6.0,3.0,10,6.0,0,2,91.0,1
1,6.0,3.0,33.0,11,6.0,0,0,91.0,1
1,42.0,19.5,6.0,10,7.0,0,0,91.0,0
5,35.0,6.5,23.0,3,7.0,0,0,91.0,0
9,23.0,3.0,20.0,19,7.0,0,0,91.0,1
11,42.0,6.5,7.0,14,7.0,0,0,91.0,0
13,30.0,3.5,24.0,23,7.0,0,0,91.0,0
15,34.0,7.0,7.0,21,7.0,0,0,91.0,0
17,13.0,4.0,6.0,20,7.0,0,0,91.0,1
25,34.0,10.5,39.0,0,7.0,0,0,91.0,0
27,42.0,13.5,17.0,4,7.0,0,0,91.0,0
24,20.0,2.5,23.0,12,7.0,1,2,91.0,0
18,23.0,3.5,20.0,22,7.0,0,0,91.0,1
2,10.0,5.5,0.0,8,8.0,0,3,91.0,1
15,23.0,7.0,26.0,16,8.0,1,0,91.0,1
19,17.0,12.0,6.0,10,8.0,0,0,91.0,1
17,23.0,12.5,7.0,26,8.0,0,0,91.0,0
23,24.0,5.5,30.0,4,8.0,1,0,91.0,0
11,16.0,1.0,19.0,6,8.0,0,0,91.0,1
9,17.0,4.0,13.0,14,8.0,0,0,91.0,1
22,7.0,4.0,27.0,24,8.0,0,0,91.0,0
0,10.0,2.0,16.0,21,8.0,0,0,91.0,1
25,35.0,7.0,3.0,7,8.0,0,0,91.0,0
12,20.0,4.0,17.0,13,8.0,0,0,91.0,0
1,35.0,13.0,16.0,3,8.0,0,0,91.0,0
6,9.0,6.5,6.0,16,9.0,0,0,91.0,1
9,35.0,13.0,3.0,3,9.0,0,0,91.0,0
17,17.0,6.5,20.0,2,9.0,0,0,91.0,0
26,0.0,2.5,27.0,8,9.0,0,0,91.0,0
0,31.0,2.0,14.0,13,9.0,0,0,91.0,0
4,17.0,1.5,14.0,22,9.0,0,0,91.0,0
25,23.0,4.0,7.0,20,9.0,0,0,91.0,1
7,34.0,2.5,10.0,5,9.0,0,0,91.0,0
15,28.0,2.5,0.0,21,9.0,0,0,91.0,1
24,20.0,6.0,9.0,23,9.0,0,0,91.0,0
18,13.0,1.5,17.0,27,9.0,0,2,91.0,0
11,24.0,6.5,21.0,12,9.0,0,0,91.0,0
1,22.0,17.5,17.0,16,10.0,0,0,91.0,0
25,14.0,5.0,17.0,0,10.0,0,0,91.0,1
4,21.0,2.5,23.0,3,10.0,0,0,91.0,1
2,20.0,6.0,10.0,7,10.0,0,0,91.0,0
19,19.0,7.0,16.0,8,10.0,1,0,91.0,0
27,16.0,6.5,13.0,9,10.0,1,0,91.0,0
5,27.0,9.0,7.0,21,10.0,0,0,91.0,0
15,28.0,11.5,13.0,26,10.0,0,0,91.0,0
17,24.0,4.0,17.0,13,10.0,0,0,91.0,1
14,10.0,10.0,6.0,10,10.0,0,0,91.0,1
6,20.0,6.5,13.0,22,10.0,0,2,91.0,0
18,7.0,4.0,30.0,20,10.0,0,0,91.0,1
14,30.0,6.5,20.0,16,11.0,0,2,91.0,0
1,34.0,7.0,24.0,8,11.0,0,0,91.0,1
3,27.0,1.5,33.0,22,11.0,1,0,91.0,0
4,30.0,1.0,32.0,20,11.0,0,0,91.0,0
6,16.0,3.0,17.0,12,11.0,0,0,91.0,0
7,21.0,3.5,30.0,26,11.0,0,0,91.0,1
9,26.0,9.0,23.0,5,11.0,1,0,91.0,0
11,27.0,4.0,20.0,13,11.0,0,0,91.0,1
17,10.0,5.5,3.0,25,11.0,0,0,91.0,0
18,21.0,7.0,14.0,21,11.0,0,0,91.0,1
19,27.0,13.5,28.0,10,11.0,0,0,91.0,0
24,14.0,2.0,17.0,23,11.0,0,0,91.0,1
27,56.0,12.0,17.0,0,11.0,0,0,91.0,0
15,17.0,3.0,34.0,2,11.0,0,0,91.0,0
19,28.0,2.5,21.0,16,12.0,0,0,91.0,1
0,43.0,6.0,7.0,26,12.0,0,0,91.0,0
2,31.0,9.5,17.0,10,12.0,0,0,91.0,1
7,21.0,4.0,10.0,13,12.0,0,0,91.0,0
9,28.0,13.0,24.0,4,12.0,0,2,91.0,0
11,20.0,6.5,24.0,6,12.0,0,0,91.0,0
12,31.0,4.0,7.0,24,12.0,0,0,91.0,0
15,35.0,3.0,21.0,8,12.0,0,0,91.0,1
17,21.0,4.5,24.0,23,12.0,0,0,91.0,1
18,22.0,6.0,9.0,5,12.0,0,0,91.0,0
20,17.0,9.0,10.0,3,12.0,0,0,91.0,0
25,14.0,10.5,10.0,21,12.0,0,0,91.0,0
27,41.0,7.0,14.0,22,12.0,0,0,91.0,1
1,41.0,4.0,27.0,14,12.0,0,0,91.0,1
1,13.0,8.0,16.0,16,13.0,0,0,91.0,1
27,21.0,12.0,24.0,5,13.0,0,0,91.0,0
15,14.0,6.0,34.0,7,13.0,0,0,91.0,0
9,14.0,6.5,26.0,22,13.0,0,0,91.0,1
8,14.0,7.0,10.0,10,13.0,0,0,91.0,0
11,15.0,4.0,20.0,4,13.0,0,0,91.0,1
12,38.0,6.5,14.0,3,13.0,0,0,91.0,1
2,13.0,7.5,16.0,14,13.0,1,0,91.0,0
18,21.0,9.0,14.0,26,13.0,0,0,91.0,1
20,34.0,6.0,14.0,21,13.0,0,0,91.0,1
24,13.0,3.0,10.0,6,13.0,0,0,91.0,0
19,24.0,4.5,3.0,23,13.0,0,0,91.0,0
17,20.0,6.5,23.0,0,13.0,1,2,91.0,0
25,33.0,3.0,10.0,13,13.0,0,0,91.0,1
7,16.0,3.0,6.0,2,14.0,0,3,91.0,0
5,20.0,6.5,10.0,22,14.0,0,3,91.0,0
6,20.0,8.0,3.0,16,14.0,0,0,91.0,0
4,31.0,5.5,0.0,10,14.0,0,0,91.0,1
1,24.0,9.0,13.0,19,14.0,0,0,91.0,0
14,33.0,9.5,14.0,26,14.0,0,0,91.0,0
27,27.0,11.0,6.0,13,14.0,0,0,91.0,1
24,6.0,1.5,19.0,11,14.0,0,0,91.0,0
25,38.0,5.0,24.0,17,14.0,0,0,91.0,0
18,24.0,7.0,27.0,3,14.0,0,0,91.0,1
0,35.0,8.5,31.0,8,14.0,0,0,91.0,0
12,9.0,5.0,7.0,23,14.0,0,2,91.0,1
9,6.0,6.5,13.0,20,14.0,0,0,91.0,0
16,23.0,7.5,17.0,10,15.0,1,0,91.0,0
4,7.0,0.0,17.0,6,15.0,0,0,91.0,0
2,27.0,9.5,13.0,8,15.0,0,0,91.0,0
5,23.0,2.0,14.0,17,15.0,0,0,91.0,0
18,14.0,3.0,19.0,20,15.0,0,0,91.0,0
9,31.0,10.0,6.0,22,15.0,0,0,91.0,0
11,20.0,9.0,17.0,23,15.0,1,0,91.0,0
27,20.0,14.0,14.0,21,15.0,0,0,91.0,1
0,31.0,6.0,14.0,13,15.0,0,0,91.0,1
12,27.0,2.0,30.0,1,15.0,1,0,91.0,0
7,34.0,5.0,20.0,19,15.0,0,0,91.0,0
25,24.0,3.5,22.0,24,15.0,0,0,91.0,1
15,26.0,4.5,24.0,26,15.0,0,2,91.0,1
14,37.0,7.5,13.0,3,15.0,0,0,91.0,0
2,27.0,12.0,0.0,26,16.0,0,1,91.0,0
25,28.0,4.5,14.0,11,16.0,0,1,91.0,0
19,3.0,6.5,6.0,16,16.0,0,0,91.0,0
22,17.0,5.5,10.0,3,16.0,0,0,91.0,0
20,13.0,3.5,25.0,5,16.0,0,0,91.0,0
0,26.0,6.0,13.0,24,16.0,0,0,91.0,0
7,21.0,3.0,17.0,8,16.0,0,0,91.0,1
9,17.0,3.0,14.0,4,16.0,0,0,91.0,1
6,24.0,11.5,19.0,21,16.0,0,0,91.0,0
15,20.0,9.5,14.0,13,16.0,0,0,91.0,0
27,34.0,9.0,17.0,18,16.0,0,0,91.0,0
14,30.0,0.0,38.0,23,16.0,0,0,91.0,1
1,35.0,12.0,7.0,10,16.0,0,2,91.0,1
17,27.0,2.0,0.0,12,16.0,0,0,91.0,0
9,20.0,3.0,24.0,18,17.0,0,1,91.0,1
15,7.0,6.0,27.0,8,17.0,0,1,91.0,0
12,21.0,3.5,27.0,11,17.0,0,0,91.0,0
26,17.0,5.5,3.0,10,17.0,0,0,91.0,0
27,22.0,3.0,24.0,20,17.0,0,0,91.0,1
5,31.0,3.5,27.0,0,17.0,0,0,91.0,0
17,27.0,6.5,3.0,21,17.0,0,0,91.0,1
22,17.0,3.0,10.0,4,17.0,0,0,91.0,0
14,20.0,6.0,23.0,19,17.0,0,0,91.0,0
1,14.0,6.5,17.0,7,17.0,0,0,91.0,0
6,17.0,2.0,14.0,23,17.0,0,0,91.0,1
16,7.0,2.0,29.0,3,17.0,0,0,91.0,1
24,23.0,6.0,9.0,13,17.0,0,2,91.0,0
25,52.0,5.0,14.0,2,17.0,0,0,91.0,0
