NUM_00,CAT_00,NUM_01,CAT_01,NUM_02,CAT_02,CAT_03,CAT_04,CAT_05,CAT_06,NUM_03,NUM_04,NUM_05,CAT_07,target
26,Private,159732.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60,United-States,0
47,Private,171807.0,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,40,United-States,0
29,Private,207473.0,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,Mexico,0
43,Private,197093.0,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,40,United-States,0
20,Local-gov,271354.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40,United-States,0
23,Private,145917.0,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,25,United-States,0
29,Private,535978.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45,United-States,0
44,Private,111891.0,Some-college,10,Separated,Sales,Other-relative,Black,Female,0.0,0.0,35,United-States,0
33,Private,125249.0,HS-grad,9,Separated,Protective-serv,Own-child,White,Female,0.0,0.0,40,United-States,0
53,Self-emp-not-inc,257940.0,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,0
75,Self-emp-not-inc,242108.0,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,2346.0,0.0,15,United-States,0
21,Private,177265.0,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0.0,0.0,30,United-States,0
31,Private,54341.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,45,United-States,0
48,,144397.0,Some-college,10,Divorced,,Unmarried,Black,Female,0.0,0.0,30,United-States,0
44,Local-gov,282069.0,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40,United-States,0
26,State-gov,162487.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,20,,0
24,Private,330571.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40,United-States,0
20,,369678.0,HS-grad,9,Never-married,,Not-in-family,Other,Male,0.0,0.0,43,United-States,0
27,Private,119170.0,11th,7,Never-married,Exec-managerial,Unmarried,White,Female,0.0,0.0,45,United-States,0
35,Private,334999.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45,United-States,0
28,Private,122540.0,10th,6,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40,United-States,0
30,Private,316470.0,9th,5,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40,Mexico,0
33,Local-gov,190027.0,HS-grad,9,Divorced,Other-service,Own-child,Black,Female,0.0,0.0,40,United-States,0
35,Private,214891.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,0.0,0.0,40,Dominican-Republic,0
26,Private,58371.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40,United-States,0
27,Self-emp-inc,217848.0,12th,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,1
24,Private,243368.0,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,36,Mexico,0
51,Private,244572.0,HS-grad,9,Separated,Other-service,Not-in-family,Black,Female,0.0,0.0,37,United-States,0
22,Private,60552.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,40,United-States,0
41,State-gov,288433.0,Masters,14,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40,United-States,0
19,Private,199480.0,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,25,United-States,0
43,Private,48193.0,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40,United-States,0
35,Private,189623.0,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,1
34,Private,144949.0,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0.0,0.0,35,United-States,0
61,Private,438587.0,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40,United-States,0
28,,167094.0,10th,6,Divorced,,Not-in-family,White,Male,0.0,0.0,50,United-States,0
30,Private,180374.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40,United-States,0
21,Private,32732.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40,United-States,0
47,Local-gov,109705.0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,United-States,0
23,,238087.0,Some-college,10,Never-married,,Own-child,White,Male,0.0,0.0,30,United-States,0
45,Private,197418.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,48,United-States,0
47,Local-gov,154940.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45,United-States,1
49,Local-gov,40690.0,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,0.0,0.0,60,United-States,1
17,Private,65368.0,11th,7,Never-married,Sales,Own-child,White,Female,0.0,0.0,12,United-States,0
56,Private,208640.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
30,Private,154297.0,10th,6,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40,United-States,0
36,Self-emp-not-inc,328466.0,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50,Mexico,1
47,Self-emp-not-inc,194590.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,44,United-States,0
64,Self-emp-not-inc,165479.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,5,United-States,0
56,Federal-gov,101338.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,0
27,Private,274964.0,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,65,United-States,0
30,Private,112383.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45,United-States,0
20,,55263.0,Some-college,10,Never-married,,Own-child,White,Male,0.0,0.0,40,United-States,0
47,Private,150768.0,Bachelors,13,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,1564.0,51,United-States,1
43,Federal-gov,269733.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
18,Private,137532.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,20,United-States,0
43,Private,315971.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45,United-States,1
52,Private,200419.0,Assoc-acdm,12,Separated,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50,United-States,0
43,Private,161226.0,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40,United-States,0
29,Private,158096.0,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40,United-States,0
32,Private,105938.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0.0,1602.0,20,United-States,0
24,,265434.0,Bachelors,13,Never-married,,Not-in-family,White,Female,0.0,0.0,40,United-States,0
44,Private,118550.0,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,33,United-States,0
20,Private,109813.0,11th,7,Never-married,Tech-support,Other-relative,White,Male,0.0,0.0,40,United-States,0
33,Private,53042.0,12th,8,Never-married,Craft-repair,Own-child,Black,Male,0.0,0.0,40,United-States,0
24,Private,280960.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,24,United-States,0
26,Private,181613.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0.0,0.0,40,United-States,0
21,Private,277408.0,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,35,United-States,0
18,,195981.0,HS-grad,9,Widowed,,Own-child,White,Male,0.0,0.0,40,United-States,0
45,Local-gov,192793.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40,United-States,1
54,Private,21698.0,10th,6,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40,United-States,0
67,State-gov,173623.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4931.0,0.0,30,United-States,0
18,Private,391585.0,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Female,0.0,0.0,40,United-States,0
24,Private,452640.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,United-States,0
44,Private,209174.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,70,United-States,1
71,Private,169114.0,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Male,0.0,1429.0,40,United-States,0
32,State-gov,104509.0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,25,United-States,0
34,State-gov,62327.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,0
66,Self-emp-not-inc,240294.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,60,United-States,0
35,Private,129305.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,30,United-States,0
32,Private,200246.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
34,Private,45114.0,Bachelors,13,Never-married,Sales,Own-child,Black,Female,0.0,0.0,40,United-States,0
50,Private,131819.0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40,United-States,0
44,Self-emp-inc,357679.0,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,15024.0,0.0,65,United-States,1
17,Private,174466.0,11th,7,Never-married,Other-service,Own-child,White,Male,0.0,0.0,18,United-States,0
44,Private,228516.0,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0.0,0.0,20,Portugal,0
17,Private,89259.0,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,15,United-States,0
22,Private,191460.0,10th,6,Never-married,Sales,Unmarried,Black,Female,0.0,0.0,40,United-States,0
40,Private,240698.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,1
32,Private,27051.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,44,United-States,0
31,Private,151484.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,8,United-States,0
33,,186824.0,Some-college,10,Never-married,,Own-child,White,Male,0.0,0.0,40,United-States,0
29,Private,201954.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,35,United-States,0
35,Private,179481.0,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,55,United-States,0
40,Private,221172.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,65,United-States,1
31,Private,201122.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,45,United-States,1
56,Private,284701.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40,United-States,1
29,Self-emp-not-inc,245790.0,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,80,United-States,0
38,Private,233571.0,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,1902.0,40,United-States,1
19,Private,130431.0,5th-6th,3,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,36,Mexico,0
39,Federal-gov,376455.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,50,United-States,1
25,Private,212522.0,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,40,United-States,0
32,Federal-gov,145983.0,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,40,United-States,0
44,Private,523484.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,40,United-States,1
35,Private,204527.0,Masters,14,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,50,United-States,1
25,Private,231638.0,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,0.0,0.0,24,United-States,0
66,,37331.0,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0.0,0.0,15,United-States,0
47,Private,107682.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,48,United-States,0
22,Private,183594.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40,United-States,0
49,Private,105614.0,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50,United-States,0
36,Private,96452.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45,United-States,0
45,Private,259463.0,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
18,Private,150817.0,HS-grad,9,Never-married,Sales,Own-child,White,Female,0.0,0.0,20,United-States,0
59,Private,653215.0,11th,7,Widowed,Transport-moving,Unmarried,White,Female,0.0,0.0,40,United-States,0
41,Self-emp-not-inc,49448.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,99999.0,0.0,40,United-States,1
40,Private,220609.0,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,United-States,0
67,Private,318533.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,35,United-States,0
51,Private,123780.0,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40,United-States,0
19,Private,232261.0,9th,5,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40,United-States,0
17,Private,34465.0,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,32,United-States,0
38,Private,200818.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
36,Private,197860.0,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0.0,0.0,40,Haiti,0
55,Private,238638.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4386.0,0.0,40,United-States,1
38,Private,184655.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1740.0,48,United-States,0
49,Private,259323.0,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40,United-States,0
44,Private,129100.0,11th,7,Separated,Other-service,Unmarried,Black,Female,0.0,0.0,60,United-States,0
62,Private,214288.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,0
39,Private,173175.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50,United-States,1
20,Private,63210.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,15,United-States,0
20,Private,304710.0,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0.0,0.0,20,United-States,0
19,Private,216413.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20,United-States,0
56,Private,204816.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
32,Self-emp-inc,244665.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178.0,0.0,45,United-States,1
58,Private,190747.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,0
47,Self-emp-inc,173783.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,60,United-States,1
19,Private,151806.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40,United-States,0
61,Private,111797.0,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,32,United-States,0
39,Private,282153.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20,United-States,0
31,Private,144064.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48,United-States,1
26,Private,206600.0,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40,Mexico,0
34,Local-gov,126584.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,0
60,,188236.0,HS-grad,9,Divorced,,Not-in-family,White,Female,0.0,0.0,40,United-States,0
42,State-gov,293791.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,1
34,Private,186346.0,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0.0,0.0,40,United-States,0
44,State-gov,154176.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,1590.0,40,United-States,0
55,Private,323887.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,45,United-States,1
47,Private,207207.0,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0.0,0.0,45,United-States,0
34,Private,226629.0,12th,8,Separated,Sales,Unmarried,White,Female,0.0,0.0,34,United-States,0
49,Private,106705.0,Some-college,10,Separated,Sales,Unmarried,White,Female,0.0,0.0,36,United-States,0
34,Private,181388.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,0
37,Private,86308.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0.0,0.0,40,Philippines,1
51,Private,25031.0,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,10,United-States,1
32,Private,231263.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60,United-States,1
32,Local-gov,247156.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,3103.0,0.0,38,United-States,1
43,Private,160369.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40,United-States,0
27,Local-gov,194515.0,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,Black,Female,0.0,0.0,37,United-States,0
35,Private,187167.0,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,40,United-States,0
32,Private,269355.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,5178.0,0.0,50,United-States,1
67,,187553.0,7th-8th,4,Divorced,,Not-in-family,White,Male,0.0,0.0,40,United-States,0
29,Private,131310.0,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0.0,0.0,40,United-States,0
62,Self-emp-inc,134768.0,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,35,United-States,0
35,Private,190759.0,11th,7,Separated,Craft-repair,Unmarried,White,Male,0.0,0.0,40,United-States,0
63,Private,237620.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,30,United-States,0
26,Self-emp-not-inc,202560.0,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,35,United-States,0
51,Private,280278.0,10th,6,Separated,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40,United-States,0
42,Private,65372.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,0
33,Private,166543.0,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40,United-States,0
35,Local-gov,252217.0,12th,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40,United-States,0
45,Private,131826.0,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,0
34,,317219.0,Some-college,10,Married-civ-spouse,,Wife,White,Female,0.0,0.0,20,United-States,1
28,Self-emp-not-inc,227890.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,50,United-States,1
63,Private,383058.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,1848.0,40,United-States,1
20,Private,123007.0,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0.0,2001.0,30,United-States,0
47,Self-emp-inc,85109.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50,United-States,0
18,Private,375515.0,11th,7,Never-married,Sales,Own-child,White,Female,0.0,0.0,20,United-States,0
41,Self-emp-not-inc,443508.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,0
35,Private,47707.0,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,40,United-States,0
20,Private,167868.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,35,United-States,0
29,Local-gov,132412.0,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40,United-States,0
27,Self-emp-not-inc,301514.0,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,Vietnam,0
38,Private,133299.0,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,55,United-States,0
31,Private,182162.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,37,United-States,0
38,Private,114591.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024.0,0.0,40,United-States,1
31,Private,170983.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60,United-States,1
37,Self-emp-not-inc,68899.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2129.0,40,United-States,0
61,Private,89686.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48,United-States,0
49,Self-emp-inc,77132.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,Canada,1
47,Private,335973.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40,United-States,0
37,Local-gov,105803.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
43,Self-emp-not-inc,388725.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60,United-States,1
19,Private,501144.0,Some-college,10,Never-married,Sales,Other-relative,Black,Female,0.0,0.0,40,United-States,0
43,State-gov,230961.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
25,Private,252752.0,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,40,United-States,0
30,State-gov,199539.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1902.0,40,United-States,0
21,Private,209483.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,47,United-States,0
44,Private,252930.0,10th,6,Divorced,Adm-clerical,Unmarried,Other,Female,0.0,0.0,42,United-States,0
21,Local-gov,193130.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,0
37,Private,265038.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50,United-States,0
35,Local-gov,387777.0,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,52,United-States,0
59,Self-emp-inc,132559.0,Doctorate,16,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1977.0,55,United-States,1
33,Private,273243.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40,United-States,0
42,Private,154374.0,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,58,United-States,0
41,Private,210259.0,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,37,United-States,0
28,Private,270887.0,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,65,United-States,0
34,Private,168906.0,Assoc-acdm,12,Divorced,Adm-clerical,Own-child,White,Female,0.0,0.0,35,United-States,0
45,Private,241350.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,48,United-States,1
72,Self-emp-inc,84587.0,5th-6th,3,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,20,Japan,0
33,Local-gov,220430.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,0.0,70,United-States,1
28,Private,192384.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,1
56,Self-emp-not-inc,221801.0,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,United-States,0
32,Local-gov,177794.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,0
26,Private,485117.0,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,0
21,Private,338162.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0.0,0.0,37,United-States,0
59,Self-emp-not-inc,80467.0,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0.0,0.0,24,United-States,0
38,Private,247111.0,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40,United-States,1
49,Private,179869.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
33,Private,168387.0,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,United-States,0
37,Local-gov,80680.0,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,1151.0,0.0,35,United-States,0
34,Private,192002.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55,United-States,1
46,Private,155890.0,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,1
21,Private,312956.0,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0.0,0.0,40,United-States,0
33,Private,141841.0,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,36,United-States,0
58,,242670.0,Some-college,10,Married-civ-spouse,,Wife,White,Female,0.0,0.0,20,United-States,0
32,Private,188246.0,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,40,United-States,0
19,State-gov,135162.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,10,United-States,0
60,Self-emp-not-inc,236470.0,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40,United-States,0
59,Self-emp-inc,177271.0,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999.0,0.0,84,United-States,1
39,Self-emp-inc,170502.0,Masters,14,Divorced,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,70,United-States,1
31,Private,288566.0,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,43,United-States,1
35,Private,180137.0,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,60,United-States,0
22,Private,152744.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,10,United-States,0
44,Private,79531.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45,United-States,0
20,Private,216889.0,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,40,United-States,0
27,Federal-gov,285432.0,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,Black,Male,0.0,0.0,40,United-States,0
