NUM_00,CAT_00,CAT_01,CAT_02,CAT_03,NUM_01,CAT_04,CAT_05,CAT_06,NUM_02,CAT_07,NUM_03,NUM_04,NUM_05,NUM_06,CAT_08,target
42,management,married,tertiary,no,744.0,no,no,unknown,6,may,157.0,1,-1.0,0.0,unknown,0
44,admin.,married,secondary,no,598.0,no,no,cellular,31,jul,88.0,5,-1.0,0.0,unknown,0
42,management,married,tertiary,no,0.0,yes,no,cellular,9,jul,98.0,1,-1.0,0.0,unknown,0
34,blue-collar,divorced,secondary,no,3798.0,yes,no,unknown,23,may,488.0,1,-1.0,0.0,unknown,0
72,retired,married,tertiary,no,0.0,no,no,cellular,13,feb,99.0,1,-1.0,0.0,unknown,1
31,services,married,secondary,no,428.0,yes,no,unknown,21,may,272.0,1,-1.0,0.0,unknown,0
36,technician,single,tertiary,no,470.0,yes,no,cellular,16,apr,123.0,3,265.0,13.0,success,0
33,services,married,secondary,no,108.0,yes,no,cellular,29,jan,158.0,2,-1.0,0.0,unknown,0
29,technician,married,secondary,no,1599.0,yes,no,cellular,8,jul,115.0,1,61.0,1.0,failure,0
38,blue-collar,married,primary,no,2569.0,no,no,unknown,9,jun,172.0,1,-1.0,0.0,unknown,0
35,services,single,primary,no,739.0,yes,no,cellular,4,feb,605.0,1,-1.0,0.0,unknown,0
32,management,single,tertiary,no,27.0,yes,no,cellular,18,nov,261.0,1,-1.0,0.0,unknown,0
34,self-employed,married,tertiary,no,865.0,yes,no,cellular,21,jul,51.0,7,-1.0,0.0,unknown,0
42,admin.,married,secondary,no,214.0,yes,no,unknown,28,may,21.0,24,-1.0,0.0,unknown,0
37,admin.,divorced,secondary,no,34.0,yes,no,unknown,9,may,144.0,3,-1.0,0.0,unknown,0
41,technician,divorced,secondary,no,1631.0,yes,no,cellular,12,aug,173.0,2,-1.0,0.0,unknown,0
41,blue-collar,married,primary,no,0.0,yes,yes,unknown,6,may,238.0,1,-1.0,0.0,unknown,0
38,management,married,tertiary,no,0.0,no,no,cellular,28,aug,77.0,18,-1.0,0.0,unknown,0
30,technician,single,secondary,no,383.0,yes,yes,cellular,19,nov,145.0,3,-1.0,0.0,unknown,0
39,management,married,unknown,no,548.0,yes,no,cellular,19,nov,154.0,2,-1.0,0.0,unknown,0
29,student,single,secondary,no,658.0,no,no,cellular,15,jul,198.0,2,244.0,4.0,other,1
33,blue-collar,single,primary,no,405.0,yes,no,cellular,14,may,99.0,4,353.0,1.0,failure,0
41,services,divorced,secondary,no,-376.0,yes,no,cellular,2,feb,421.0,3,238.0,9.0,other,0
27,technician,single,secondary,no,218.0,yes,no,cellular,14,may,1462.0,2,352.0,1.0,failure,0
38,management,married,tertiary,no,-1884.0,yes,no,cellular,6,may,82.0,2,289.0,1.0,failure,0
55,technician,married,secondary,no,2760.0,yes,no,unknown,30,may,267.0,14,-1.0,0.0,unknown,0
30,entrepreneur,divorced,secondary,no,151.0,yes,no,cellular,23,jul,108.0,4,-1.0,0.0,unknown,0
47,technician,married,secondary,no,-9.0,no,no,cellular,14,aug,457.0,2,-1.0,0.0,unknown,0
33,services,divorced,secondary,no,437.0,yes,no,cellular,15,jul,184.0,2,-1.0,0.0,unknown,0
34,services,single,secondary,no,544.0,yes,no,unknown,27,may,257.0,2,-1.0,0.0,unknown,0
50,entrepreneur,married,tertiary,no,861.0,no,no,unknown,9,jun,117.0,1,-1.0,0.0,unknown,0
56,admin.,married,secondary,no,105.0,no,no,telephone,15,jul,80.0,2,-1.0,0.0,unknown,0
33,technician,single,secondary,no,235.0,yes,no,cellular,20,apr,352.0,1,-1.0,0.0,unknown,0
37,technician,single,secondary,no,-272.0,no,yes,cellular,20,nov,104.0,3,139.0,6.0,failure,0
42,technician,single,tertiary,no,24.0,no,no,cellular,8,jul,262.0,1,-1.0,0.0,unknown,0
34,admin.,single,secondary,no,1254.0,no,no,unknown,3,jun,87.0,3,-1.0,0.0,unknown,0
60,retired,married,primary,no,8025.0,no,no,cellular,28,jan,194.0,1,-1.0,0.0,unknown,0
53,technician,single,tertiary,no,-167.0,yes,yes,cellular,2,feb,289.0,1,-1.0,0.0,unknown,0
40,blue-collar,single,primary,no,118.0,no,no,unknown,23,feb,16.0,1,-1.0,0.0,unknown,0
52,technician,married,secondary,no,306.0,no,no,cellular,25,aug,265.0,4,-1.0,0.0,unknown,0
31,services,single,secondary,no,295.0,no,no,cellular,2,feb,78.0,5,-1.0,0.0,unknown,0
46,blue-collar,married,secondary,no,312.0,yes,no,cellular,14,may,20.0,2,-1.0,0.0,unknown,0
33,management,single,tertiary,no,336.0,no,no,cellular,14,aug,220.0,2,-1.0,0.0,unknown,0
81,retired,married,primary,no,5220.0,no,no,telephone,13,nov,135.0,1,94.0,2.0,other,1
33,entrepreneur,married,tertiary,no,196.0,yes,no,cellular,18,nov,58.0,1,-1.0,0.0,unknown,0
53,management,married,tertiary,no,2124.0,yes,no,cellular,17,apr,121.0,2,344.0,2.0,failure,0
51,management,married,tertiary,no,615.0,yes,no,cellular,17,apr,97.0,1,-1.0,0.0,unknown,0
23,services,single,secondary,no,75.0,yes,no,unknown,15,may,448.0,4,-1.0,0.0,unknown,0
34,management,married,tertiary,no,1906.0,yes,no,cellular,14,jul,68.0,3,-1.0,0.0,unknown,0
29,housemaid,married,primary,no,132.0,no,no,cellular,5,feb,559.0,5,-1.0,0.0,unknown,0
30,technician,divorced,tertiary,no,-317.0,yes,no,unknown,7,may,381.0,2,-1.0,0.0,unknown,0
36,management,married,tertiary,no,1125.0,yes,yes,unknown,16,may,339.0,5,-1.0,0.0,unknown,0
31,admin.,single,secondary,no,554.0,yes,no,cellular,11,feb,80.0,1,6.0,1.0,failure,0
36,management,married,secondary,no,3.0,no,no,cellular,14,aug,250.0,2,-1.0,0.0,unknown,0
54,entrepreneur,married,tertiary,no,11464.0,no,no,unknown,5,jun,222.0,1,-1.0,0.0,unknown,0
40,admin.,married,secondary,no,3087.0,yes,yes,unknown,27,may,185.0,1,-1.0,0.0,unknown,0
33,services,married,secondary,no,210.0,yes,yes,unknown,20,may,201.0,1,-1.0,0.0,unknown,0
36,blue-collar,married,secondary,no,535.0,yes,no,cellular,8,may,121.0,1,343.0,3.0,failure,0
25,blue-collar,married,secondary,no,2307.0,yes,no,cellular,31,jul,104.0,5,-1.0,0.0,unknown,0
35,self-employed,married,secondary,no,2762.0,yes,no,cellular,20,apr,682.0,3,154.0,1.0,other,0
40,services,divorced,primary,no,4.0,yes,no,cellular,7,may,171.0,2,-1.0,0.0,unknown,0
37,blue-collar,married,secondary,no,982.0,yes,no,cellular,9,jul,231.0,2,-1.0,0.0,unknown,0
34,services,married,primary,no,285.0,yes,no,cellular,3,feb,625.0,4,-1.0,0.0,unknown,0
33,technician,married,secondary,no,4790.0,yes,no,cellular,20,apr,137.0,1,272.0,2.0,failure,0
35,blue-collar,single,secondary,no,11671.0,no,no,unknown,6,jun,190.0,1,-1.0,0.0,unknown,0
30,unemployed,single,secondary,no,2303.0,no,no,telephone,6,feb,193.0,5,-1.0,0.0,unknown,0
31,technician,divorced,secondary,no,268.0,no,no,unknown,16,may,118.0,2,-1.0,0.0,unknown,0
41,technician,single,unknown,no,454.0,yes,no,unknown,4,jun,267.0,2,-1.0,0.0,unknown,0
36,management,divorced,tertiary,no,3611.0,yes,no,unknown,4,jun,347.0,3,-1.0,0.0,unknown,0
38,blue-collar,married,primary,no,5643.0,yes,no,cellular,18,may,106.0,2,362.0,1.0,failure,0
54,management,single,tertiary,no,4393.0,yes,no,unknown,16,may,1297.0,3,-1.0,0.0,unknown,1
35,technician,single,tertiary,no,670.0,no,no,cellular,13,oct,301.0,2,-1.0,0.0,unknown,1
30,blue-collar,married,secondary,no,578.0,yes,yes,unknown,4,jun,48.0,1,-1.0,0.0,unknown,0
45,blue-collar,married,secondary,no,-221.0,yes,yes,unknown,3,jun,170.0,1,-1.0,0.0,unknown,0
37,admin.,single,secondary,no,-296.0,yes,no,cellular,20,apr,81.0,1,-1.0,0.0,unknown,0
26,blue-collar,single,secondary,yes,-685.0,yes,yes,cellular,28,jul,314.0,4,-1.0,0.0,unknown,0
43,blue-collar,married,secondary,yes,-504.0,yes,no,unknown,28,may,136.0,1,-1.0,0.0,unknown,0
39,blue-collar,married,primary,no,2133.0,yes,yes,unknown,16,may,179.0,1,-1.0,0.0,unknown,0
32,technician,married,secondary,no,6172.0,yes,no,cellular,4,feb,93.0,1,-1.0,0.0,unknown,0
40,management,married,tertiary,no,52527.0,no,no,cellular,21,aug,140.0,11,-1.0,0.0,unknown,0
31,blue-collar,married,secondary,no,-596.0,yes,no,cellular,21,jul,147.0,1,-1.0,0.0,unknown,0
45,admin.,married,secondary,yes,1.0,no,no,telephone,2,feb,1028.0,2,207.0,1.0,other,0
41,technician,married,secondary,no,0.0,no,no,unknown,20,jun,850.0,3,-1.0,0.0,unknown,0
40,blue-collar,divorced,secondary,no,0.0,no,no,cellular,12,aug,266.0,2,-1.0,0.0,unknown,0
31,admin.,single,secondary,no,626.0,yes,no,unknown,21,may,211.0,1,-1.0,0.0,unknown,0
56,blue-collar,married,unknown,no,3197.0,no,no,cellular,25,aug,83.0,13,-1.0,0.0,unknown,0
52,blue-collar,married,secondary,no,4269.0,yes,yes,cellular,20,nov,44.0,1,-1.0,0.0,unknown,0
35,self-employed,single,primary,no,181.0,yes,no,unknown,15,may,19.0,8,-1.0,0.0,unknown,0
55,blue-collar,married,unknown,no,-361.0,yes,no,telephone,11,may,82.0,2,350.0,1.0,failure,0
53,management,married,tertiary,no,2578.0,no,no,cellular,4,aug,958.0,2,-1.0,0.0,unknown,0
42,technician,married,secondary,no,994.0,yes,no,cellular,12,nov,227.0,3,93.0,6.0,success,1
26,self-employed,divorced,secondary,no,165.0,yes,no,cellular,29,jul,162.0,4,-1.0,0.0,unknown,0
42,management,divorced,tertiary,no,9.0,yes,no,cellular,21,jul,509.0,1,-1.0,0.0,unknown,0
39,management,married,tertiary,no,218.0,no,no,cellular,19,aug,97.0,9,-1.0,0.0,unknown,0
54,self-employed,married,secondary,no,9.0,yes,no,cellular,22,jul,113.0,2,-1.0,0.0,unknown,0
57,management,married,tertiary,no,0.0,yes,yes,unknown,20,may,107.0,2,-1.0,0.0,unknown,0
55,entrepreneur,divorced,secondary,no,538.0,yes,no,cellular,7,aug,353.0,2,-1.0,0.0,unknown,1
30,blue-collar,single,secondary,no,4749.0,no,no,cellular,6,aug,220.0,2,-1.0,0.0,unknown,0
57,management,married,tertiary,no,113.0,no,no,cellular,3,feb,191.0,2,-1.0,0.0,unknown,0
35,admin.,single,tertiary,no,364.0,no,yes,cellular,30,apr,148.0,1,-1.0,0.0,unknown,0
50,unknown,single,unknown,no,490.0,no,no,unknown,12,jun,189.0,1,-1.0,0.0,unknown,0
47,technician,divorced,tertiary,no,8422.0,no,no,cellular,8,aug,200.0,4,-1.0,0.0,unknown,0
26,blue-collar,single,secondary,no,384.0,yes,no,cellular,18,may,16.0,1,364.0,2.0,other,0
38,admin.,divorced,secondary,no,19.0,yes,no,cellular,5,feb,1130.0,3,251.0,2.0,success,1
25,technician,single,secondary,no,-80.0,yes,yes,unknown,3,jun,89.0,1,-1.0,0.0,unknown,0
35,management,married,tertiary,no,1485.0,yes,no,cellular,17,nov,104.0,1,-1.0,0.0,unknown,0
56,blue-collar,married,secondary,no,324.0,no,no,cellular,18,aug,213.0,5,-1.0,0.0,unknown,0
56,blue-collar,married,secondary,no,876.0,yes,no,telephone,18,may,93.0,2,-1.0,0.0,unknown,0
56,blue-collar,married,primary,no,690.0,yes,no,unknown,15,may,309.0,2,-1.0,0.0,unknown,0
29,self-employed,single,tertiary,no,0.0,yes,no,cellular,8,jul,231.0,1,-1.0,0.0,unknown,0
35,services,married,secondary,no,528.0,no,no,unknown,7,may,274.0,2,-1.0,0.0,unknown,0
39,technician,married,unknown,no,0.0,yes,no,cellular,12,may,106.0,3,-1.0,0.0,unknown,0
39,blue-collar,married,primary,no,295.0,yes,no,unknown,4,jun,38.0,1,-1.0,0.0,unknown,0
42,admin.,married,secondary,no,1279.0,yes,no,cellular,17,jul,50.0,1,-1.0,0.0,unknown,0
39,technician,married,secondary,yes,-183.0,yes,no,unknown,14,may,202.0,2,-1.0,0.0,unknown,0
30,admin.,single,secondary,no,914.0,yes,no,cellular,28,oct,524.0,3,272.0,1.0,failure,1
40,unemployed,single,tertiary,no,7968.0,no,no,cellular,3,sep,733.0,1,93.0,1.0,success,1
57,admin.,married,primary,no,202.0,yes,no,cellular,20,apr,207.0,1,346.0,2.0,failure,0
33,management,married,tertiary,no,271.0,yes,no,cellular,13,nov,182.0,2,91.0,2.0,success,1
33,blue-collar,married,secondary,no,2761.0,yes,no,cellular,18,may,325.0,1,-1.0,0.0,unknown,0
52,services,divorced,secondary,no,765.0,yes,no,unknown,20,jun,27.0,3,-1.0,0.0,unknown,0
72,retired,married,primary,no,4657.0,no,no,telephone,23,mar,255.0,1,91.0,8.0,success,1
45,services,married,secondary,no,9077.0,yes,no,unknown,15,may,139.0,1,-1.0,0.0,unknown,0
41,self-employed,single,tertiary,no,1081.0,no,no,cellular,27,may,229.0,3,-1.0,0.0,unknown,1
47,unemployed,single,secondary,no,4819.0,no,no,cellular,18,nov,144.0,1,-1.0,0.0,unknown,0
32,blue-collar,married,secondary,no,3144.0,yes,no,unknown,23,may,348.0,2,-1.0,0.0,unknown,0
37,blue-collar,married,unknown,no,0.0,yes,no,cellular,9,jul,90.0,1,-1.0,0.0,unknown,0
58,admin.,married,secondary,no,4962.0,no,yes,cellular,17,nov,112.0,1,-1.0,0.0,unknown,0
45,blue-collar,divorced,primary,no,594.0,yes,no,unknown,29,may,833.0,2,-1.0,0.0,unknown,1
76,retired,married,secondary,no,2302.0,no,no,telephone,10,nov,345.0,2,-1.0,0.0,unknown,0
28,student,single,secondary,no,4716.0,yes,no,unknown,26,may,329.0,2,-1.0,0.0,unknown,0
57,management,married,tertiary,no,2681.0,no,no,cellular,11,mar,266.0,2,-1.0,0.0,unknown,1
26,blue-collar,married,secondary,no,1128.0,yes,yes,unknown,27,jun,111.0,3,-1.0,0.0,unknown,0
32,management,married,tertiary,no,263.0,no,no,cellular,22,aug,175.0,1,-1.0,0.0,unknown,0
58,management,divorced,secondary,no,44.0,yes,no,cellular,29,jan,147.0,1,195.0,1.0,other,0
54,unemployed,single,secondary,no,380.0,no,no,cellular,17,nov,696.0,2,-1.0,0.0,unknown,1
27,technician,single,secondary,no,155.0,yes,no,cellular,18,may,26.0,4,-1.0,0.0,unknown,0
44,self-employed,single,secondary,no,125.0,yes,no,telephone,17,apr,109.0,3,-1.0,0.0,unknown,0
33,services,married,secondary,no,244.0,yes,no,cellular,18,nov,231.0,2,-1.0,0.0,unknown,0
50,management,divorced,primary,no,-6.0,yes,no,unknown,19,may,92.0,2,-1.0,0.0,unknown,0
61,retired,married,secondary,no,173.0,no,no,unknown,9,jun,182.0,2,-1.0,0.0,unknown,0
47,housemaid,married,secondary,no,4397.0,yes,no,cellular,25,jul,110.0,1,-1.0,0.0,unknown,0
51,blue-collar,divorced,primary,no,1927.0,no,yes,cellular,16,jul,322.0,4,-1.0,0.0,unknown,0
66,retired,married,unknown,no,2540.0,no,no,telephone,10,dec,441.0,2,156.0,1.0,other,1
54,blue-collar,married,primary,no,175.0,no,yes,cellular,8,jul,1027.0,1,-1.0,0.0,unknown,0
44,management,married,tertiary,no,647.0,no,no,unknown,16,jun,226.0,2,-1.0,0.0,unknown,0
51,unemployed,married,secondary,no,17418.0,yes,no,telephone,30,jan,237.0,2,-1.0,0.0,unknown,0
26,management,single,tertiary,no,122.0,no,yes,cellular,8,jul,160.0,1,-1.0,0.0,unknown,0
38,management,married,tertiary,no,246.0,yes,no,unknown,23,jul,717.0,8,-1.0,0.0,unknown,0
37,technician,married,secondary,no,430.0,no,no,cellular,27,aug,154.0,4,-1.0,0.0,unknown,0
40,admin.,single,secondary,no,1200.0,yes,no,unknown,18,jun,284.0,8,-1.0,0.0,unknown,0
58,blue-collar,married,primary,no,0.0,no,no,telephone,16,jul,558.0,6,-1.0,0.0,unknown,0
34,blue-collar,married,secondary,no,7216.0,yes,no,unknown,26,may,143.0,2,-1.0,0.0,unknown,0
24,admin.,married,secondary,no,541.0,yes,no,unknown,5,jun,622.0,4,-1.0,0.0,unknown,0
55,management,single,secondary,no,220.0,yes,no,unknown,6,may,328.0,2,-1.0,0.0,unknown,0
70,retired,married,secondary,no,2064.0,no,no,cellular,22,oct,334.0,1,-1.0,0.0,unknown,0
78,retired,married,primary,no,8556.0,no,no,telephone,21,apr,137.0,2,-1.0,0.0,unknown,1
35,admin.,married,secondary,no,-130.0,yes,no,unknown,20,may,224.0,1,-1.0,0.0,unknown,0
28,management,married,secondary,no,466.0,yes,no,cellular,25,may,123.0,2,-1.0,0.0,unknown,0
36,blue-collar,married,primary,no,277.0,yes,yes,cellular,5,feb,239.0,2,-1.0,0.0,unknown,0
48,blue-collar,married,primary,no,551.0,yes,yes,cellular,17,apr,1064.0,3,303.0,5.0,failure,0
32,admin.,single,secondary,no,289.0,no,no,unknown,15,may,255.0,12,-1.0,0.0,unknown,0
42,blue-collar,married,primary,no,480.0,yes,no,unknown,6,jun,288.0,12,-1.0,0.0,unknown,0
58,technician,divorced,secondary,no,-354.0,yes,yes,cellular,7,jul,98.0,1,-1.0,0.0,unknown,0
26,student,single,tertiary,no,5169.0,yes,no,cellular,20,apr,639.0,2,-1.0,0.0,unknown,0
50,blue-collar,divorced,primary,no,608.0,yes,no,unknown,17,jun,107.0,4,-1.0,0.0,unknown,0
27,technician,single,tertiary,no,4003.0,no,no,cellular,30,apr,584.0,1,-1.0,0.0,unknown,0
33,blue-collar,married,secondary,no,379.0,yes,yes,cellular,16,jun,263.0,2,-1.0,0.0,unknown,1
46,management,married,secondary,no,10.0,yes,no,cellular,29,jul,122.0,7,-1.0,0.0,unknown,0
33,blue-collar,single,primary,no,577.0,yes,no,cellular,15,may,59.0,4,-1.0,0.0,unknown,0
52,management,married,tertiary,no,31.0,no,no,cellular,10,mar,135.0,1,-1.0,0.0,unknown,1
52,unemployed,married,secondary,no,94.0,no,no,cellular,10,nov,293.0,3,190.0,10.0,failure,1
42,management,married,tertiary,no,0.0,yes,no,unknown,20,jun,34.0,3,-1.0,0.0,unknown,0
25,services,single,secondary,no,2311.0,no,yes,cellular,21,jul,1105.0,2,-1.0,0.0,unknown,1
27,blue-collar,married,secondary,no,106.0,yes,no,unknown,8,may,207.0,2,-1.0,0.0,unknown,0
26,student,single,tertiary,no,13107.0,yes,no,cellular,27,may,112.0,2,-1.0,0.0,unknown,0
59,retired,married,unknown,no,140.0,no,yes,unknown,3,jul,239.0,1,-1.0,0.0,unknown,0
28,blue-collar,married,secondary,no,379.0,no,yes,cellular,17,jul,164.0,1,-1.0,0.0,unknown,0
37,blue-collar,single,primary,no,7027.0,no,no,unknown,9,jun,65.0,1,-1.0,0.0,unknown,0
38,entrepreneur,single,tertiary,no,-274.0,yes,yes,cellular,29,jan,103.0,1,247.0,2.0,failure,0
59,retired,married,primary,no,0.0,no,no,cellular,12,aug,66.0,2,-1.0,0.0,unknown,0
53,housemaid,married,secondary,no,2406.0,yes,no,unknown,16,jun,393.0,2,-1.0,0.0,unknown,0
30,services,married,tertiary,no,523.0,yes,no,unknown,23,may,253.0,2,-1.0,0.0,unknown,0
37,entrepreneur,married,tertiary,no,2685.0,no,no,unknown,20,jun,187.0,2,-1.0,0.0,unknown,0
54,admin.,divorced,secondary,no,1383.0,yes,yes,cellular,30,jul,622.0,4,-1.0,0.0,unknown,0
38,services,married,tertiary,no,-121.0,yes,no,unknown,21,may,288.0,1,-1.0,0.0,unknown,0
33,technician,single,secondary,no,239.0,yes,no,unknown,21,may,127.0,1,-1.0,0.0,unknown,0
58,technician,married,unknown,no,1617.0,yes,no,cellular,5,feb,109.0,4,274.0,2.0,failure,0
30,admin.,single,tertiary,no,5.0,no,yes,cellular,11,jul,58.0,1,-1.0,0.0,unknown,0
48,blue-collar,married,secondary,no,292.0,no,no,cellular,30,apr,271.0,1,79.0,1.0,success,1
56,management,married,tertiary,no,424.0,yes,yes,cellular,20,nov,113.0,5,-1.0,0.0,unknown,0
43,technician,divorced,secondary,no,1648.0,no,no,cellular,17,nov,80.0,1,-1.0,0.0,unknown,0
39,blue-collar,married,unknown,no,621.0,yes,no,cellular,20,apr,1333.0,5,-1.0,0.0,unknown,1
55,housemaid,married,primary,no,1537.0,no,no,unknown,19,jun,359.0,1,-1.0,0.0,unknown,0
33,blue-collar,married,secondary,no,-63.0,yes,no,cellular,15,may,126.0,2,350.0,1.0,failure,0
43,entrepreneur,divorced,tertiary,no,626.0,yes,no,cellular,28,jan,72.0,1,167.0,2.0,failure,0
39,blue-collar,single,secondary,no,169.0,yes,no,unknown,9,may,38.0,1,-1.0,0.0,unknown,0
34,blue-collar,single,secondary,yes,-60.0,no,no,cellular,3,apr,84.0,1,332.0,1.0,failure,0
35,student,single,tertiary,no,7.0,yes,no,telephone,4,feb,72.0,2,247.0,1.0,other,0
55,management,married,primary,no,199.0,yes,yes,cellular,10,jul,192.0,1,-1.0,0.0,unknown,0
59,housemaid,divorced,primary,no,2518.0,no,no,cellular,30,jul,675.0,3,-1.0,0.0,unknown,1
33,unemployed,married,tertiary,no,3335.0,no,no,cellular,18,aug,98.0,6,-1.0,0.0,unknown,0
51,entrepreneur,married,unknown,no,29.0,yes,no,cellular,24,jul,162.0,1,-1.0,0.0,unknown,0
31,management,married,tertiary,no,432.0,yes,no,cellular,21,nov,197.0,1,-1.0,0.0,unknown,0
38,retired,married,unknown,no,304.0,no,no,cellular,11,may,94.0,1,350.0,5.0,other,0
28,technician,single,tertiary,no,3623.0,no,no,cellular,3,jun,138.0,2,85.0,1.0,success,0
43,services,married,secondary,no,-45.0,yes,yes,cellular,3,feb,140.0,3,-1.0,0.0,unknown,0
36,self-employed,single,tertiary,no,-103.0,yes,yes,telephone,17,oct,3253.0,1,-1.0,0.0,unknown,1
60,blue-collar,married,primary,no,136.0,yes,no,unknown,8,may,43.0,2,-1.0,0.0,unknown,0
30,management,single,tertiary,no,6825.0,no,no,cellular,4,feb,217.0,2,-1.0,0.0,unknown,0
52,technician,married,secondary,no,470.0,no,no,cellular,27,aug,60.0,8,-1.0,0.0,unknown,0
32,blue-collar,single,primary,no,1137.0,yes,yes,cellular,6,may,274.0,1,-1.0,0.0,unknown,0
35,management,married,tertiary,no,2308.0,no,yes,unknown,9,jun,540.0,1,-1.0,0.0,unknown,0
54,retired,single,secondary,no,515.0,yes,no,unknown,17,jun,205.0,1,-1.0,0.0,unknown,0
33,unemployed,divorced,secondary,no,1005.0,yes,no,unknown,20,may,229.0,2,-1.0,0.0,unknown,0
72,admin.,married,primary,no,2321.0,no,no,cellular,12,jul,200.0,6,122.0,6.0,other,0
47,technician,single,secondary,no,58.0,no,no,telephone,5,feb,33.0,1,-1.0,0.0,unknown,0
32,management,single,secondary,no,453.0,yes,no,cellular,2,feb,544.0,1,269.0,2.0,failure,0
41,management,married,secondary,no,0.0,no,no,cellular,21,nov,624.0,1,-1.0,0.0,unknown,0
30,blue-collar,single,secondary,no,49.0,no,no,cellular,30,jan,808.0,2,-1.0,0.0,unknown,1
32,student,single,secondary,no,5836.0,no,no,cellular,2,sep,281.0,2,493.0,2.0,failure,0
46,management,divorced,secondary,no,10.0,yes,no,cellular,17,nov,273.0,1,-1.0,0.0,unknown,0
60,self-employed,single,secondary,no,27.0,no,no,cellular,22,aug,40.0,2,-1.0,0.0,unknown,0
51,blue-collar,married,primary,no,610.0,yes,yes,unknown,30,may,436.0,3,-1.0,0.0,unknown,0
50,blue-collar,married,secondary,no,253.0,no,no,telephone,28,jan,37.0,1,-1.0,0.0,unknown,0
35,admin.,divorced,secondary,no,534.0,no,no,cellular,15,may,669.0,1,312.0,3.0,failure,1
44,unemployed,married,secondary,no,0.0,no,no,cellular,21,nov,175.0,4,-1.0,0.0,unknown,0
43,housemaid,married,primary,no,25.0,no,no,cellular,12,aug,121.0,2,-1.0,0.0,unknown,0
32,blue-collar,married,primary,no,2291.0,yes,yes,cellular,29,jan,489.0,3,182.0,24.0,other,0
49,blue-collar,married,primary,no,387.0,yes,yes,unknown,3,jun,67.0,5,-1.0,0.0,unknown,0
88,retired,married,primary,no,648.0,no,no,telephone,3,sep,318.0,1,-1.0,0.0,unknown,0
47,management,single,tertiary,no,255.0,no,yes,cellular,30,jul,802.0,4,-1.0,0.0,unknown,1
47,technician,married,secondary,no,201.0,yes,no,unknown,15,may,254.0,1,-1.0,0.0,unknown,0
27,management,single,tertiary,no,587.0,no,no,cellular,4,jun,101.0,3,-1.0,0.0,unknown,0
38,admin.,divorced,secondary,no,74.0,yes,no,cellular,23,jul,279.0,3,-1.0,0.0,unknown,0
41,management,married,tertiary,no,615.0,yes,no,unknown,29,may,37.0,1,-1.0,0.0,unknown,0
54,blue-collar,married,primary,no,-51.0,no,no,unknown,20,jun,198.0,10,-1.0,0.0,unknown,0
44,technician,married,secondary,no,1901.0,no,no,cellular,18,nov,143.0,3,104.0,2.0,failure,0
40,technician,married,secondary,no,5811.0,yes,no,cellular,18,nov,172.0,1,-1.0,0.0,unknown,0
47,management,married,tertiary,no,0.0,yes,no,cellular,4,sep,65.0,3,-1.0,0.0,unknown,0
47,technician,married,secondary,no,1167.0,yes,no,cellular,4,aug,505.0,1,96.0,6.0,success,1
34,self-employed,married,tertiary,no,263.0,no,no,cellular,4,may,203.0,1,78.0,8.0,other,0
47,unemployed,single,tertiary,no,2500.0,no,no,cellular,30,jan,240.0,1,-1.0,0.0,unknown,0
34,services,single,secondary,no,2257.0,no,yes,telephone,30,jan,568.0,2,-1.0,0.0,unknown,0
40,technician,single,tertiary,no,39.0,no,no,cellular,5,aug,130.0,2,-1.0,0.0,unknown,0
40,retired,married,primary,no,658.0,yes,no,cellular,4,feb,132.0,1,-1.0,0.0,unknown,0
31,entrepreneur,married,tertiary,no,0.0,yes,yes,cellular,11,jul,151.0,2,-1.0,0.0,unknown,0
39,blue-collar,married,secondary,no,280.0,yes,no,unknown,2,jun,147.0,3,-1.0,0.0,unknown,0
48,admin.,married,secondary,no,50.0,no,yes,cellular,21,oct,419.0,1,-1.0,0.0,unknown,1
41,technician,single,secondary,no,2919.0,yes,no,unknown,16,may,329.0,3,-1.0,0.0,unknown,0
38,technician,single,secondary,no,4723.0,yes,no,cellular,13,aug,187.0,2,-1.0,0.0,unknown,0
29,management,single,tertiary,no,640.0,no,no,cellular,8,jul,150.0,2,-1.0,0.0,unknown,0
39,management,married,tertiary,no,1241.0,yes,no,cellular,5,jun,138.0,2,-1.0,0.0,unknown,0
36,technician,married,tertiary,no,1327.0,no,no,cellular,29,oct,174.0,2,-1.0,0.0,unknown,0
47,self-employed,married,tertiary,no,1245.0,no,no,cellular,26,aug,17.0,15,-1.0,0.0,unknown,0
48,self-employed,married,secondary,no,4746.0,yes,no,unknown,21,may,32.0,11,-1.0,0.0,unknown,0
55,admin.,married,secondary,no,6205.0,no,no,cellular,6,may,233.0,2,-1.0,0.0,unknown,0
38,management,married,secondary,no,124.0,no,no,cellular,20,aug,202.0,2,-1.0,0.0,unknown,0
29,entrepreneur,married,secondary,no,926.0,yes,no,cellular,15,jul,169.0,2,-1.0,0.0,unknown,0
63,management,married,tertiary,no,0.0,no,no,cellular,12,oct,130.0,2,182.0,6.0,failure,0
39,admin.,married,secondary,no,1101.0,yes,no,cellular,6,may,128.0,3,-1.0,0.0,unknown,0
41,technician,married,secondary,no,187.0,no,no,cellular,8,aug,387.0,2,-1.0,0.0,unknown,0
51,blue-collar,married,primary,no,480.0,yes,no,cellular,12,may,189.0,1,326.0,5.0,failure,0
